,datetime,eo_code,motohours,eo_model_name,eo_model_id,eo_description,level_1_description,operation_start_date,operation_start_date_ts,motohours_date_ts,motohours_measure_ts
8330,2022-01-11,100000065974,82002.932,Самосвалы CAT 785C,65,Самосвал карьерный 785C №422,Олимпиадинский ГОК,2011-04-30,1304121600,1641859200,337737600
8331,2022-01-11,100000065972,82582.281,Самосвалы CAT 785C,65,Самосвал карьерный 785C №420,Олимпиадинский ГОК,2011-04-30,1304121600,1641859200,337737600
8332,2022-01-11,100000065971,82504.613,Самосвалы CAT 785C,65,Самосвал карьерный 785C №419,Олимпиадинский ГОК,2011-04-30,1304121600,1641859200,337737600
8333,2022-01-11,100000065970,84599.693,Самосвалы CAT 785C,65,Самосвал карьерный 785C №418,Олимпиадинский ГОК,2011-04-30,1304121600,1641859200,337737600
8334,2022-01-11,100000065969,79475.458,Самосвалы CAT 785C,65,Самосвал карьерный 785C №417,Олимпиадинский ГОК,2011-04-30,1304121600,1641859200,337737600
8335,2022-01-11,100000065968,82360.463,Самосвалы CAT 785C,65,Самосвал карьерный 785C №416,Олимпиадинский ГОК,2011-04-30,1304121600,1641859200,337737600
8336,2022-01-11,100000065967,79678.816,Самосвалы CAT 785C,65,Самосвал карьерный 785C №423,Олимпиадинский ГОК,2011-05-20,1305849600,1641859200,336009600
8337,2022-01-11,100000062399,61069.109,Самосвалы CAT 785C,65,Самосвал карьерный 785C №440,Олимпиадинский ГОК,2013-12-13,1386892800,1641859200,254966400
8338,2022-01-11,100000062397,62249.887,Самосвалы CAT 785C,65,Самосвал карьерный 785C №438,Олимпиадинский ГОК,2013-12-31,1388448000,1641859200,253411200
8339,2022-01-11,100000062396,61929.307,Самосвалы CAT 785C,65,Самосвал карьерный 785C №437,Олимпиадинский ГОК,2013-12-13,1386892800,1641859200,254966400
8340,2022-01-11,100000062395,61947.562,Самосвалы CAT 785C,65,Самосвал карьерный 785C №436,Олимпиадинский ГОК,2013-12-31,1388448000,1641859200,253411200
8341,2022-01-11,100000062394,64366.639,Самосвалы CAT 785C,65,Самосвал карьерный 785C №433,Олимпиадинский ГОК,2013-07-31,1375228800,1641859200,266630400
8342,2022-01-11,100000062393,59054.64,Самосвалы CAT 785C,65,Самосвал карьерный 785C №432,Олимпиадинский ГОК,2013-07-31,1375228800,1641859200,266630400
8343,2022-01-11,100000062392,63914.033,Самосвалы CAT 785C,65,Самосвал карьерный 785C №434,Олимпиадинский ГОК,2013-07-31,1375228800,1641859200,266630400
8344,2022-01-11,100000062391,63902.382,Самосвалы CAT 785C,65,Самосвал карьерный 785C №431,Олимпиадинский ГОК,2013-07-31,1375228800,1641859200,266630400
8345,2022-01-11,100000062390,65586.559,Самосвалы CAT 785C,65,Самосвал карьерный 785C №435,Олимпиадинский ГОК,2013-07-31,1375228800,1641859200,266630400
8346,2022-01-11,100000062389,55295.204,Самосвалы CAT 785C,65,Самосвал карьерный 785C №442,Олимпиадинский ГОК,2014-06-19,1403136000,1641859200,238723200
8347,2022-01-11,100000062388,58214.447,Самосвалы CAT 785C,65,Самосвал карьерный 785C №443,Олимпиадинский ГОК,2014-06-19,1403136000,1641859200,238723200
8348,2022-01-11,100000062387,55356.857,Самосвалы CAT 785C,65,Самосвал карьерный 785C №444,Олимпиадинский ГОК,2014-06-19,1403136000,1641859200,238723200
8349,2022-01-11,100000062386,55215.551,Самосвалы CAT 785C,65,Самосвал карьерный 785C №441,Олимпиадинский ГОК,2014-06-19,1403136000,1641859200,238723200
8350,2022-01-11,100000062385,51616.941,Самосвалы CAT 785C,65,Самосвал карьерный 785C №445,Олимпиадинский ГОК,2014-06-19,1403136000,1641859200,238723200
8351,2022-01-11,100000062384,79115.532,Самосвалы CAT 785C,65,Самосвал карьерный 785C №430,Олимпиадинский ГОК,2011-08-22,1313971200,1641859200,327888000
8352,2022-01-11,100000062382,79764.209,Самосвалы CAT 785C,65,Самосвал карьерный 785C №428,Олимпиадинский ГОК,2011-07-31,1312070400,1641859200,329788800
8353,2022-01-11,100000062381,80903.259,Самосвалы CAT 785C,65,Самосвал карьерный 785C №427,Олимпиадинский ГОК,2011-07-31,1312070400,1641859200,329788800
8354,2022-01-11,100000062380,79776.197,Самосвалы CAT 785C,65,Самосвал карьерный 785C №424,Олимпиадинский ГОК,2011-05-20,1305849600,1641859200,336009600
8355,2022-01-11,100000062379,95154.002,Самосвалы CAT 785C,65,Самосвал карьерный 785C №411,Олимпиадинский ГОК,2009-10-02,1254441600,1641859200,387417600
8356,2022-01-11,100000062378,95689.662,Самосвалы CAT 785C,65,Самосвал карьерный 785C №412,Олимпиадинский ГОК,2009-10-31,1256947200,1641859200,384912000
8357,2022-01-11,100000062377,95925.159,Самосвалы CAT 785C,65,Самосвал карьерный 785C №414,Олимпиадинский ГОК,2009-11-02,1257120000,1641859200,384739200
8358,2022-01-11,100000062376,94409.75,Самосвалы CAT 785C,65,Самосвал карьерный 785C №415,Олимпиадинский ГОК,2009-11-04,1257292800,1641859200,384566400
8359,2022-01-11,100000062373,96297.991,Самосвалы CAT 785C,65,Самосвал карьерный 785C №409,Олимпиадинский ГОК,2009-06-24,1245801600,1641859200,396057600
8360,2022-01-11,100000062372,96285.291,Самосвалы CAT 785C,65,Самосвал карьерный 785C №407,Олимпиадинский ГОК,2009-06-08,1244419200,1641859200,397440000
8361,2022-01-11,100000062371,97184.682,Самосвалы CAT 785C,65,Самосвал карьерный 785C №405,Олимпиадинский ГОК,2009-05-06,1241568000,1641859200,400291200
8362,2022-01-11,100000062369,97280.44,Самосвалы CAT 785C,65,Самосвал карьерный 785C №403,Олимпиадинский ГОК,2009-05-06,1241568000,1641859200,400291200
8363,2022-01-11,100000028868,96166.832,Самосвалы CAT 785C,65,Самосвал карьерный 785C №401,Олимпиадинский ГОК,2009-03-04,1236124800,1641859200,405734400
8364,2022-01-11,100000084409,27891.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №26,Полюс Магадан,2018-07-31,1532995200,1641859200,108864000
8365,2022-01-11,100000084408,27833.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №25,Полюс Магадан,2018-06-30,1530316800,1641859200,111542400
8366,2022-01-11,100000084407,26382.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №24,Полюс Магадан,2018-06-30,1530316800,1641859200,111542400
8367,2022-01-11,100000084406,28300.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №23,Полюс Магадан,2018-06-30,1530316800,1641859200,111542400
8368,2022-01-10,100000065613,86033.514,Самосвалы CAT 785C,65,Самосвал карьерный 785C №507,Олимпиадинский ГОК,2011-01-31,1296432000,1641772800,345340800
8369,2022-01-10,100000062373,96286.111,Самосвалы CAT 785C,65,Самосвал карьерный 785C №409,Олимпиадинский ГОК,2009-06-24,1245801600,1641772800,395971200
8370,2022-01-10,100000065969,79463.618,Самосвалы CAT 785C,65,Самосвал карьерный 785C №417,Олимпиадинский ГОК,2011-04-30,1304121600,1641772800,337651200
8371,2022-01-11,100000084405,27821.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №22,Полюс Магадан,2018-05-30,1527638400,1641859200,114220800
8372,2022-01-11,100000084404,27901.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №21,Полюс Магадан,2018-05-30,1527638400,1641859200,114220800
8373,2022-01-11,100000084403,28759.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №20,Полюс Магадан,2018-05-30,1527638400,1641859200,114220800
8374,2022-01-11,100000084402,28909.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №19,Полюс Магадан,2018-05-30,1527638400,1641859200,114220800
8375,2022-01-11,100000084400,25328.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №17,Полюс Магадан,2018-04-23,1524441600,1641859200,117417600
8376,2022-01-11,100000084399,28637.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №16,Полюс Магадан,2018-04-23,1524441600,1641859200,117417600
8377,2022-01-11,100000084411,27135.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №28,Полюс Магадан,2018-07-31,1532995200,1641859200,108864000
8378,2022-01-11,100000008674,30384.1,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1620,Полюс Вернинское,2017-12-12,1513036800,1641859200,128822400
8379,2022-01-11,100000008673,31102.67,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1619,Полюс Вернинское,2017-12-12,1513036800,1641859200,128822400
8380,2022-01-11,100000084398,25253.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №15,Полюс Магадан,2018-04-23,1524441600,1641859200,117417600
8381,2022-01-11,100000084396,30373.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №13,Полюс Магадан,2018-03-16,1521158400,1641859200,120700800
8382,2022-01-11,100000084410,27710.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №27,Полюс Магадан,2018-07-31,1532995200,1641859200,108864000
8383,2022-01-10,100000008674,30372.47,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1620,Полюс Вернинское,2017-12-12,1513036800,1641772800,128736000
8384,2022-01-10,100000008673,31090.99,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1619,Полюс Вернинское,2017-12-12,1513036800,1641772800,128736000
8385,2022-01-10,100000065636,58278.955,Самосвалы CAT 785C,65,Самосвал карьерный 785C №535,Олимпиадинский ГОК,2014-03-06,1394064000,1641772800,247708800
8386,2022-01-10,100000065635,61009.083,Самосвалы CAT 785C,65,Самосвал карьерный 785C №536,Олимпиадинский ГОК,2014-03-06,1394064000,1641772800,247708800
8387,2022-01-10,100000065633,58324.896,Самосвалы CAT 785C,65,Самосвал карьерный 785C №533,Олимпиадинский ГОК,2014-03-06,1394064000,1641772800,247708800
8388,2022-01-10,100000065631,57550.029,Самосвалы CAT 785C,65,Самосвал карьерный 785C №532,Олимпиадинский ГОК,2014-02-28,1393545600,1641772800,248227200
8389,2022-01-10,100000065630,61012.842,Самосвалы CAT 785C,65,Самосвал карьерный 785C №529,Олимпиадинский ГОК,2014-02-28,1393545600,1641772800,248227200
8390,2022-01-10,100000065629,61201.271,Самосвалы CAT 785C,65,Самосвал карьерный 785C №531,Олимпиадинский ГОК,2021-07-03,1625270400,1641772800,16502400
8391,2022-01-10,100000065628,53827.404,Самосвалы CAT 785C,65,Самосвал карьерный 785C №528,Олимпиадинский ГОК,2014-02-28,1393545600,1641772800,248227200
8392,2022-01-10,100000065623,63808.547,Самосвалы CAT 785C,65,Самосвал карьерный 785C №525,Олимпиадинский ГОК,2013-12-13,1386892800,1641772800,254880000
8393,2022-01-10,100000062399,61058.361,Самосвалы CAT 785C,65,Самосвал карьерный 785C №440,Олимпиадинский ГОК,2013-12-13,1386892800,1641772800,254880000
8394,2022-01-10,100000062398,59246.767,Самосвалы CAT 785C,65,Самосвал карьерный 785C №439,Олимпиадинский ГОК,2013-12-13,1386892800,1641772800,254880000
8395,2022-01-10,100000062396,61917.367,Самосвалы CAT 785C,65,Самосвал карьерный 785C №437,Олимпиадинский ГОК,2013-12-13,1386892800,1641772800,254880000
8396,2022-01-10,100000062395,61937.235,Самосвалы CAT 785C,65,Самосвал карьерный 785C №436,Олимпиадинский ГОК,2013-12-31,1388448000,1641772800,253324800
8397,2022-01-10,100000062388,58203.391,Самосвалы CAT 785C,65,Самосвал карьерный 785C №443,Олимпиадинский ГОК,2014-06-19,1403136000,1641772800,238636800
8398,2022-01-10,100000062386,55209.521,Самосвалы CAT 785C,65,Самосвал карьерный 785C №441,Олимпиадинский ГОК,2014-06-19,1403136000,1641772800,238636800
8399,2022-01-10,100000062383,80881.538,Самосвалы CAT 785C,65,Самосвал карьерный 785C №429,Олимпиадинский ГОК,2011-07-31,1312070400,1641772800,329702400
8400,2022-01-10,100000062381,80892.364,Самосвалы CAT 785C,65,Самосвал карьерный 785C №427,Олимпиадинский ГОК,2011-07-31,1312070400,1641772800,329702400
8401,2022-01-10,100000065622,82372.726,Самосвалы CAT 785C,65,Самосвал карьерный 785C №516,Олимпиадинский ГОК,2011-05-20,1305849600,1641772800,335923200
8402,2022-01-10,100000065974,81992.199,Самосвалы CAT 785C,65,Самосвал карьерный 785C №422,Олимпиадинский ГОК,2011-04-30,1304121600,1641772800,337651200
8403,2022-01-10,100000065972,82570.311,Самосвалы CAT 785C,65,Самосвал карьерный 785C №420,Олимпиадинский ГОК,2011-04-30,1304121600,1641772800,337651200
8404,2022-01-10,100000065618,84453.064,Самосвалы CAT 785C,65,Самосвал карьерный 785C №512,Олимпиадинский ГОК,2011-03-31,1301529600,1641772800,340243200
8405,2022-01-10,100000065617,82903.961,Самосвалы CAT 785C,65,Самосвал карьерный 785C №511,Олимпиадинский ГОК,2011-02-28,1298851200,1641772800,342921600
8406,2022-01-10,100000065609,82124.276,Самосвалы CAT 785C,65,Самосвал карьерный 785C №504,Олимпиадинский ГОК,2010-12-31,1293753600,1641772800,348019200
8407,2022-01-10,100000084411,27123.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №28,Полюс Магадан,2018-07-31,1532995200,1641772800,108777600
8408,2022-01-10,100000084410,27698.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №27,Полюс Магадан,2018-07-31,1532995200,1641772800,108777600
8409,2022-01-10,100000065981,42220.478,Самосвалы CAT 785C,65,Самосвал карьерный 785C №450,Олимпиадинский ГОК,2016-08-10,1470787200,1641772800,170985600
8410,2022-01-10,100000084409,27879.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №26,Полюс Магадан,2018-07-31,1532995200,1641772800,108777600
8411,2022-01-10,100000065980,42660.094,Самосвалы CAT 785C,65,Самосвал карьерный 785C №449,Олимпиадинский ГОК,2016-08-10,1470787200,1641772800,170985600
8412,2022-01-10,100000084408,27821.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №25,Полюс Магадан,2018-06-30,1530316800,1641772800,111456000
8413,2022-01-10,100000062379,95142.002,Самосвалы CAT 785C,65,Самосвал карьерный 785C №411,Олимпиадинский ГОК,2009-10-02,1254441600,1641772800,387331200
8414,2022-01-10,100000062377,95914.541,Самосвалы CAT 785C,65,Самосвал карьерный 785C №414,Олимпиадинский ГОК,2009-11-02,1257120000,1641772800,384652800
8415,2022-01-10,100000084407,26370.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №24,Полюс Магадан,2018-06-30,1530316800,1641772800,111456000
8416,2022-01-10,100000065638,70325.015,Самосвалы CAT 785C,65,Самосвал карьерный 785C №520,Олимпиадинский ГОК,2012-07-05,1341446400,1641772800,300326400
8417,2022-01-10,100000084406,28288.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №23,Полюс Магадан,2018-06-30,1530316800,1641772800,111456000
8418,2022-01-10,100000084404,27889.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №21,Полюс Магадан,2018-05-30,1527638400,1641772800,114134400
8419,2022-01-10,100000084403,28747.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №20,Полюс Магадан,2018-05-30,1527638400,1641772800,114134400
8420,2022-01-10,100000084402,28897.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №19,Полюс Магадан,2018-05-30,1527638400,1641772800,114134400
8421,2022-01-10,100000084401,29031.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №18,Полюс Магадан,2018-04-23,1524441600,1641772800,117331200
8422,2022-01-10,100000065979,41974.79,Самосвалы CAT 785C,65,Самосвал карьерный 785C №448,Олимпиадинский ГОК,2016-08-10,1470787200,1641772800,170985600
8423,2022-01-10,100000084400,25316.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №17,Полюс Магадан,2018-04-23,1524441600,1641772800,117331200
8424,2022-01-10,100000062378,95678.687,Самосвалы CAT 785C,65,Самосвал карьерный 785C №412,Олимпиадинский ГОК,2009-10-31,1256947200,1641772800,384825600
8425,2022-01-10,100000062382,79752.279,Самосвалы CAT 785C,65,Самосвал карьерный 785C №428,Олимпиадинский ГОК,2011-07-31,1312070400,1641772800,329702400
8426,2022-01-10,100000065976,82977.324,Самосвалы CAT 785C,65,Самосвал карьерный 785C №426,Олимпиадинский ГОК,2011-07-31,1312070400,1641772800,329702400
8427,2022-01-10,100000065968,82349.683,Самосвалы CAT 785C,65,Самосвал карьерный 785C №416,Олимпиадинский ГОК,2011-04-30,1304121600,1641772800,337651200
8428,2022-01-10,100000065615,84410.967,Самосвалы CAT 785C,65,Самосвал карьерный 785C №509,Олимпиадинский ГОК,2011-02-18,1297987200,1641772800,343785600
8429,2022-01-10,100000065967,79666.966,Самосвалы CAT 785C,65,Самосвал карьерный 785C №423,Олимпиадинский ГОК,2011-05-20,1305849600,1641772800,335923200
8430,2022-01-10,100000084399,28625.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №16,Полюс Магадан,2018-04-23,1524441600,1641772800,117331200
8431,2022-01-10,100000065608,84307.159,Самосвалы CAT 785C,65,Самосвал карьерный 785C №503,Олимпиадинский ГОК,2010-12-16,1292457600,1641772800,349315200
8432,2022-01-10,100000065626,63113.24,Самосвалы CAT 785C,65,Самосвал карьерный 785C №523,Олимпиадинский ГОК,2013-12-13,1386892800,1641772800,254880000
8433,2022-01-10,100000062397,62238.968,Самосвалы CAT 785C,65,Самосвал карьерный 785C №438,Олимпиадинский ГОК,2013-12-31,1388448000,1641772800,253324800
8434,2022-01-10,100000062385,51605.051,Самосвалы CAT 785C,65,Самосвал карьерный 785C №445,Олимпиадинский ГОК,2014-06-19,1403136000,1641772800,238636800
8435,2022-01-10,100000062380,79765.361,Самосвалы CAT 785C,65,Самосвал карьерный 785C №424,Олимпиадинский ГОК,2011-05-20,1305849600,1641772800,335923200
8436,2022-01-10,100000084398,25241.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №15,Полюс Магадан,2018-04-23,1524441600,1641772800,117331200
8437,2022-01-10,100000084396,30361.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №13,Полюс Магадан,2018-03-16,1521158400,1641772800,120614400
8438,2022-01-10,100000065978,42122.024,Самосвалы CAT 785C,65,Самосвал карьерный 785C №447,Олимпиадинский ГОК,2016-08-10,1470787200,1641772800,170985600
8439,2022-01-10,100000065637,73082.878,Самосвалы CAT 785C,65,Самосвал карьерный 785C №518,Олимпиадинский ГОК,2012-07-05,1341446400,1641772800,300326400
8440,2022-01-10,100000065627,61674.249,Самосвалы CAT 785C,65,Самосвал карьерный 785C №527,Олимпиадинский ГОК,2013-12-31,1388448000,1641772800,253324800
8441,2022-01-10,100000062391,63891.436,Самосвалы CAT 785C,65,Самосвал карьерный 785C №431,Олимпиадинский ГОК,2013-07-31,1375228800,1641772800,266544000
8442,2022-01-10,100000062384,79103.692,Самосвалы CAT 785C,65,Самосвал карьерный 785C №430,Олимпиадинский ГОК,2011-08-22,1313971200,1641772800,327801600
8443,2022-01-10,100000065614,85138.892,Самосвалы CAT 785C,65,Самосвал карьерный 785C №508,Олимпиадинский ГОК,2011-02-28,1298851200,1641772800,342921600
8444,2022-01-10,100000062372,96277.451,Самосвалы CAT 785C,65,Самосвал карьерный 785C №407,Олимпиадинский ГОК,2009-06-08,1244419200,1641772800,397353600
8445,2022-01-10,100000062370,100857.731,Самосвалы CAT 785C,65,Самосвал карьерный 785C №404,Олимпиадинский ГОК,2009-05-06,1241568000,1641772800,400204800
8446,2022-01-10,100000028868,96155.855,Самосвалы CAT 785C,65,Самосвал карьерный 785C №401,Олимпиадинский ГОК,2009-03-04,1236124800,1641772800,405648000
8447,2022-01-10,100000065634,59743.366,Самосвалы CAT 785C,65,Самосвал карьерный 785C №534,Олимпиадинский ГОК,2014-03-06,1394064000,1641772800,247708800
8448,2022-01-10,100000065632,58235.172,Самосвалы CAT 785C,65,Самосвал карьерный 785C №530,Олимпиадинский ГОК,2014-02-28,1393545600,1641772800,248227200
8449,2022-01-10,100000065625,60498.846,Самосвалы CAT 785C,65,Самосвал карьерный 785C №526,Олимпиадинский ГОК,2013-12-31,1388448000,1641772800,253324800
8450,2022-01-10,100000062394,64354.639,Самосвалы CAT 785C,65,Самосвал карьерный 785C №433,Олимпиадинский ГОК,2013-07-31,1375228800,1641772800,266544000
8451,2022-01-10,100000062393,59042.65,Самосвалы CAT 785C,65,Самосвал карьерный 785C №432,Олимпиадинский ГОК,2013-07-31,1375228800,1641772800,266544000
8452,2022-01-10,100000062392,63914.033,Самосвалы CAT 785C,65,Самосвал карьерный 785C №434,Олимпиадинский ГОК,2013-07-31,1375228800,1641772800,266544000
8453,2022-01-10,100000062390,65574.689,Самосвалы CAT 785C,65,Самосвал карьерный 785C №435,Олимпиадинский ГОК,2013-07-31,1375228800,1641772800,266544000
8454,2022-01-10,100000062389,55283.204,Самосвалы CAT 785C,65,Самосвал карьерный 785C №442,Олимпиадинский ГОК,2014-06-19,1403136000,1641772800,238636800
8455,2022-01-10,100000062387,55346.873,Самосвалы CAT 785C,65,Самосвал карьерный 785C №444,Олимпиадинский ГОК,2014-06-19,1403136000,1641772800,238636800
8456,2022-01-10,100000065975,78924.782,Самосвалы CAT 785C,65,Самосвал карьерный 785C №425,Олимпиадинский ГОК,2011-05-26,1306368000,1641772800,335404800
8457,2022-01-10,100000065971,82492.873,Самосвалы CAT 785C,65,Самосвал карьерный 785C №419,Олимпиадинский ГОК,2011-04-30,1304121600,1641772800,337651200
8458,2022-01-10,100000065970,84588.787,Самосвалы CAT 785C,65,Самосвал карьерный 785C №418,Олимпиадинский ГОК,2011-04-30,1304121600,1641772800,337651200
8459,2022-01-10,100000065619,79983.633,Самосвалы CAT 785C,65,Самосвал карьерный 785C №514,Олимпиадинский ГОК,2011-03-31,1301529600,1641772800,340243200
8460,2022-01-10,100000065612,87044.08,Самосвалы CAT 785C,65,Самосвал карьерный 785C №506,Олимпиадинский ГОК,2011-01-31,1296432000,1641772800,345340800
8461,2022-01-10,100000065611,85230.546,Самосвалы CAT 785C,65,Самосвал карьерный 785C №505,Олимпиадинский ГОК,2010-12-31,1293753600,1641772800,348019200
8462,2022-01-10,100000065607,83857.005,Самосвалы CAT 785C,65,Самосвал карьерный 785C №502,Олимпиадинский ГОК,2010-12-16,1292457600,1641772800,349315200
8463,2022-01-10,100000065606,89163.497,Самосвалы CAT 785C,65,Самосвал карьерный 785C №501,Олимпиадинский ГОК,2010-12-16,1292457600,1641772800,349315200
8464,2022-01-10,100000062376,94399.638,Самосвалы CAT 785C,65,Самосвал карьерный 785C №415,Олимпиадинский ГОК,2009-11-04,1257292800,1641772800,384480000
8465,2022-01-10,100000062371,97184.582,Самосвалы CAT 785C,65,Самосвал карьерный 785C №405,Олимпиадинский ГОК,2009-05-06,1241568000,1641772800,400204800
8466,2022-01-10,100000062369,97269.974,Самосвалы CAT 785C,65,Самосвал карьерный 785C №403,Олимпиадинский ГОК,2009-05-06,1241568000,1641772800,400204800
8467,2022-01-10,100000065640,70564.479,Самосвалы CAT 785C,65,Самосвал карьерный 785C №517,Олимпиадинский ГОК,2012-07-05,1341446400,1641772800,300326400
8468,2022-01-10,100000065639,72339.779,Самосвалы CAT 785C,65,Самосвал карьерный 785C №519,Олимпиадинский ГОК,2012-07-05,1341446400,1641772800,300326400
8469,2022-01-10,100000065643,70025.509,Самосвалы CAT 785C,65,Самосвал карьерный 785C №522,Олимпиадинский ГОК,2012-09-30,1348963200,1641772800,292809600
8470,2022-01-10,100000065641,71056.418,Самосвалы CAT 785C,65,Самосвал карьерный 785C №521,Олимпиадинский ГОК,2012-09-30,1348963200,1641772800,292809600
8471,2022-01-10,100000065977,41301.87,Самосвалы CAT 785C,65,Самосвал карьерный 785C №446,Олимпиадинский ГОК,2016-08-10,1470787200,1641772800,170985600
8472,2022-01-10,100000062379,95131.305,Самосвалы CAT 785C,65,Самосвал карьерный 785C №411,Олимпиадинский ГОК,2009-10-02,1254441600,1641772800,387331200
8473,2022-01-10,100000062377,95902.931,Самосвалы CAT 785C,65,Самосвал карьерный 785C №414,Олимпиадинский ГОК,2009-11-02,1257120000,1641772800,384652800
8474,2022-01-10,100000065643,70014.669,Самосвалы CAT 785C,65,Самосвал карьерный 785C №522,Олимпиадинский ГОК,2012-09-30,1348963200,1641772800,292809600
8475,2022-01-10,100000065641,71044.418,Самосвалы CAT 785C,65,Самосвал карьерный 785C №521,Олимпиадинский ГОК,2012-09-30,1348963200,1641772800,292809600
8476,2022-01-10,100000065640,70553.839,Самосвалы CAT 785C,65,Самосвал карьерный 785C №517,Олимпиадинский ГОК,2012-07-05,1341446400,1641772800,300326400
8477,2022-01-10,100000065639,72327.899,Самосвалы CAT 785C,65,Самосвал карьерный 785C №519,Олимпиадинский ГОК,2012-07-05,1341446400,1641772800,300326400
8478,2022-01-10,100000065638,70313.015,Самосвалы CAT 785C,65,Самосвал карьерный 785C №520,Олимпиадинский ГОК,2012-07-05,1341446400,1641772800,300326400
8479,2022-01-10,100000065637,73071.418,Самосвалы CAT 785C,65,Самосвал карьерный 785C №518,Олимпиадинский ГОК,2012-07-05,1341446400,1641772800,300326400
8480,2022-01-10,100000065636,58267.375,Самосвалы CAT 785C,65,Самосвал карьерный 785C №535,Олимпиадинский ГОК,2014-03-06,1394064000,1641772800,247708800
8481,2022-01-10,100000065635,60999.743,Самосвалы CAT 785C,65,Самосвал карьерный 785C №536,Олимпиадинский ГОК,2014-03-06,1394064000,1641772800,247708800
8482,2022-01-10,100000065634,59731.906,Самосвалы CAT 785C,65,Самосвал карьерный 785C №534,Олимпиадинский ГОК,2014-03-06,1394064000,1641772800,247708800
8483,2022-01-10,100000065633,58313.386,Самосвалы CAT 785C,65,Самосвал карьерный 785C №533,Олимпиадинский ГОК,2014-03-06,1394064000,1641772800,247708800
8484,2022-01-10,100000065632,58223.502,Самосвалы CAT 785C,65,Самосвал карьерный 785C №530,Олимпиадинский ГОК,2014-02-28,1393545600,1641772800,248227200
8485,2022-01-10,100000065631,57538.699,Самосвалы CAT 785C,65,Самосвал карьерный 785C №532,Олимпиадинский ГОК,2014-02-28,1393545600,1641772800,248227200
8486,2022-01-10,100000065630,61001.942,Самосвалы CAT 785C,65,Самосвал карьерный 785C №529,Олимпиадинский ГОК,2014-02-28,1393545600,1641772800,248227200
8487,2022-01-10,100000065629,61189.271,Самосвалы CAT 785C,65,Самосвал карьерный 785C №531,Олимпиадинский ГОК,2021-07-03,1625270400,1641772800,16502400
8488,2022-01-10,100000065628,53815.404,Самосвалы CAT 785C,65,Самосвал карьерный 785C №528,Олимпиадинский ГОК,2014-02-28,1393545600,1641772800,248227200
8489,2022-01-10,100000065627,61662.249,Самосвалы CAT 785C,65,Самосвал карьерный 785C №527,Олимпиадинский ГОК,2013-12-31,1388448000,1641772800,253324800
8490,2022-01-10,100000065626,63101.78,Самосвалы CAT 785C,65,Самосвал карьерный 785C №523,Олимпиадинский ГОК,2013-12-13,1386892800,1641772800,254880000
8491,2022-01-10,100000065625,60486.846,Самосвалы CAT 785C,65,Самосвал карьерный 785C №526,Олимпиадинский ГОК,2013-12-31,1388448000,1641772800,253324800
8492,2022-01-10,100000065623,63796.997,Самосвалы CAT 785C,65,Самосвал карьерный 785C №525,Олимпиадинский ГОК,2013-12-13,1386892800,1641772800,254880000
8493,2022-01-10,100000065622,82361.566,Самосвалы CAT 785C,65,Самосвал карьерный 785C №516,Олимпиадинский ГОК,2011-05-20,1305849600,1641772800,335923200
