,datetime,eo_code,motohours,eo_model_name,eo_model_id,eo_description,level_1_description,operation_start_date,operation_start_date_ts,motohours_date_ts,motohours_measure_ts
0,2022-03-30,100000065981,43966.051,Самосвалы CAT 785C,65,Самосвал карьерный 785C №450,Олимпиадинский ГОК,2016-08-10,1470787200,1648598400,177811200
1,2022-03-30,100000065980,44419.49,Самосвалы CAT 785C,65,Самосвал карьерный 785C №449,Олимпиадинский ГОК,2016-08-10,1470787200,1648598400,177811200
2,2022-03-30,100000065979,43732.666,Самосвалы CAT 785C,65,Самосвал карьерный 785C №448,Олимпиадинский ГОК,2016-08-10,1470787200,1648598400,177811200
3,2022-03-30,100000065978,43871.619,Самосвалы CAT 785C,65,Самосвал карьерный 785C №447,Олимпиадинский ГОК,2016-08-10,1470787200,1648598400,177811200
4,2022-03-30,100000065977,42918.493,Самосвалы CAT 785C,65,Самосвал карьерный 785C №446,Олимпиадинский ГОК,2016-08-10,1470787200,1648598400,177811200
5,2022-03-30,100000065635,62731.17,Самосвалы CAT 785C,65,Самосвал карьерный 785C №536,Олимпиадинский ГОК,2014-03-06,1394064000,1648598400,254534400
6,2022-03-30,100000065636,59902.464,Самосвалы CAT 785C,65,Самосвал карьерный 785C №535,Олимпиадинский ГОК,2014-03-06,1394064000,1648598400,254534400
7,2022-03-30,100000065634,61424.613,Самосвалы CAT 785C,65,Самосвал карьерный 785C №534,Олимпиадинский ГОК,2014-03-06,1394064000,1648598400,254534400
8,2022-03-30,100000065633,59826.524,Самосвалы CAT 785C,65,Самосвал карьерный 785C №533,Олимпиадинский ГОК,2014-03-06,1394064000,1648598400,254534400
9,2022-03-30,100000065631,59157.581,Самосвалы CAT 785C,65,Самосвал карьерный 785C №532,Олимпиадинский ГОК,2014-02-28,1393545600,1648598400,255052800
10,2022-03-30,100000065629,62738.288,Самосвалы CAT 785C,65,Самосвал карьерный 785C №531,Олимпиадинский ГОК,2021-07-03,1625270400,1648598400,23328000
11,2022-03-30,100000065632,59960.334,Самосвалы CAT 785C,65,Самосвал карьерный 785C №530,Олимпиадинский ГОК,2014-02-28,1393545600,1648598400,255052800
12,2022-03-30,100000065630,62548.77,Самосвалы CAT 785C,65,Самосвал карьерный 785C №529,Олимпиадинский ГОК,2014-02-28,1393545600,1648598400,255052800
13,2022-03-30,100000065628,55565.064,Самосвалы CAT 785C,65,Самосвал карьерный 785C №528,Олимпиадинский ГОК,2014-02-28,1393545600,1648598400,255052800
14,2022-03-30,100000065627,63262.25,Самосвалы CAT 785C,65,Самосвал карьерный 785C №527,Олимпиадинский ГОК,2013-12-31,1388448000,1648598400,260150400
15,2022-03-30,100000065623,65493.826,Самосвалы CAT 785C,65,Самосвал карьерный 785C №525,Олимпиадинский ГОК,2013-12-13,1386892800,1648598400,261705600
16,2022-03-30,100000065624,63883.111,Самосвалы CAT 785C,65,Самосвал карьерный 785C №524,Олимпиадинский ГОК,2013-12-13,1386892800,1648598400,261705600
17,2022-03-30,100000065626,64719.125,Самосвалы CAT 785C,65,Самосвал карьерный 785C №523,Олимпиадинский ГОК,2013-12-13,1386892800,1648598400,261705600
18,2022-03-30,100000065643,71545.255,Самосвалы CAT 785C,65,Самосвал карьерный 785C №522,Олимпиадинский ГОК,2012-09-30,1348963200,1648598400,299635200
19,2022-03-30,100000065641,72789.046,Самосвалы CAT 785C,65,Самосвал карьерный 785C №521,Олимпиадинский ГОК,2012-09-30,1348963200,1648598400,299635200
20,2022-03-30,100000065638,72119.641,Самосвалы CAT 785C,65,Самосвал карьерный 785C №520,Олимпиадинский ГОК,2012-07-05,1341446400,1648598400,307152000
21,2022-03-30,100000065639,74115.034,Самосвалы CAT 785C,65,Самосвал карьерный 785C №519,Олимпиадинский ГОК,2012-07-05,1341446400,1648598400,307152000
22,2022-03-30,100000065637,74663.148,Самосвалы CAT 785C,65,Самосвал карьерный 785C №518,Олимпиадинский ГОК,2012-07-05,1341446400,1648598400,307152000
23,2022-03-30,100000065640,72295.422,Самосвалы CAT 785C,65,Самосвал карьерный 785C №517,Олимпиадинский ГОК,2012-07-05,1341446400,1648598400,307152000
24,2022-03-30,100000065622,84134.339,Самосвалы CAT 785C,65,Самосвал карьерный 785C №516,Олимпиадинский ГОК,2011-05-20,1305849600,1648598400,342748800
25,2022-03-30,100000065620,86185.95,Самосвалы CAT 785C,65,Самосвал карьерный 785C №515,Олимпиадинский ГОК,2011-04-30,1304121600,1648598400,344476800
26,2022-03-30,100000065619,81739.077,Самосвалы CAT 785C,65,Самосвал карьерный 785C №514,Олимпиадинский ГОК,2011-03-31,1301529600,1648598400,347068800
27,2022-03-30,100000065618,85624.044,Самосвалы CAT 785C,65,Самосвал карьерный 785C №512,Олимпиадинский ГОК,2011-03-31,1301529600,1648598400,347068800
28,2022-03-30,100000065617,84695.717,Самосвалы CAT 785C,65,Самосвал карьерный 785C №511,Олимпиадинский ГОК,2011-02-28,1298851200,1648598400,349747200
29,2022-03-30,100000065616,87962.172,Самосвалы CAT 785C,65,Самосвал карьерный 785C №510,Олимпиадинский ГОК,2011-02-28,1298851200,1648598400,349747200
30,2022-03-30,100000065615,85813.421,Самосвалы CAT 785C,65,Самосвал карьерный 785C №509,Олимпиадинский ГОК,2011-02-18,1297987200,1648598400,350611200
31,2022-03-30,100000065614,86841.495,Самосвалы CAT 785C,65,Самосвал карьерный 785C №508,Олимпиадинский ГОК,2011-02-28,1298851200,1648598400,349747200
32,2022-03-30,100000065613,87495.206,Самосвалы CAT 785C,65,Самосвал карьерный 785C №507,Олимпиадинский ГОК,2011-01-31,1296432000,1648598400,352166400
33,2022-03-30,100000065612,88720.033,Самосвалы CAT 785C,65,Самосвал карьерный 785C №506,Олимпиадинский ГОК,2011-01-31,1296432000,1648598400,352166400
34,2022-03-30,100000065611,86964.42,Самосвалы CAT 785C,65,Самосвал карьерный 785C №505,Олимпиадинский ГОК,2010-12-31,1293753600,1648598400,354844800
35,2022-03-30,100000065609,83903.888,Самосвалы CAT 785C,65,Самосвал карьерный 785C №504,Олимпиадинский ГОК,2010-12-31,1293753600,1648598400,354844800
36,2022-03-30,100000065608,86077.873,Самосвалы CAT 785C,65,Самосвал карьерный 785C №503,Олимпиадинский ГОК,2010-12-16,1292457600,1648598400,356140800
37,2022-03-30,100000065607,85627.91,Самосвалы CAT 785C,65,Самосвал карьерный 785C №502,Олимпиадинский ГОК,2010-12-16,1292457600,1648598400,356140800
38,2022-03-30,100000065606,90914.724,Самосвалы CAT 785C,65,Самосвал карьерный 785C №501,Олимпиадинский ГОК,2010-12-16,1292457600,1648598400,356140800
39,2022-03-30,100000062385,53346.169,Самосвалы CAT 785C,65,Самосвал карьерный 785C №445,Олимпиадинский ГОК,2014-06-19,1403136000,1648598400,245462400
40,2022-03-30,100000062387,57065.884,Самосвалы CAT 785C,65,Самосвал карьерный 785C №444,Олимпиадинский ГОК,2014-06-19,1403136000,1648598400,245462400
41,2022-03-30,100000062388,59843.297,Самосвалы CAT 785C,65,Самосвал карьерный 785C №443,Олимпиадинский ГОК,2014-06-19,1403136000,1648598400,245462400
42,2022-03-30,100000062389,56983.223,Самосвалы CAT 785C,65,Самосвал карьерный 785C №442,Олимпиадинский ГОК,2014-06-19,1403136000,1648598400,245462400
43,2022-03-30,100000062386,56964.824,Самосвалы CAT 785C,65,Самосвал карьерный 785C №441,Олимпиадинский ГОК,2014-06-19,1403136000,1648598400,245462400
44,2022-03-30,100000062399,62766.929,Самосвалы CAT 785C,65,Самосвал карьерный 785C №440,Олимпиадинский ГОК,2013-12-13,1386892800,1648598400,261705600
45,2022-03-30,100000062398,60999.73,Самосвалы CAT 785C,65,Самосвал карьерный 785C №439,Олимпиадинский ГОК,2013-12-13,1386892800,1648598400,261705600
46,2022-03-30,100000062397,63679.588,Самосвалы CAT 785C,65,Самосвал карьерный 785C №438,Олимпиадинский ГОК,2013-12-31,1388448000,1648598400,260150400
47,2022-03-30,100000062396,63363.735,Самосвалы CAT 785C,65,Самосвал карьерный 785C №437,Олимпиадинский ГОК,2013-12-13,1386892800,1648598400,261705600
48,2022-03-30,100000062395,63282.993,Самосвалы CAT 785C,65,Самосвал карьерный 785C №436,Олимпиадинский ГОК,2013-12-31,1388448000,1648598400,260150400
49,2022-03-30,100000062390,67287.45,Самосвалы CAT 785C,65,Самосвал карьерный 785C №435,Олимпиадинский ГОК,2013-07-31,1375228800,1648598400,273369600
50,2022-03-30,100000062392,65512.025,Самосвалы CAT 785C,65,Самосвал карьерный 785C №434,Олимпиадинский ГОК,2013-07-31,1375228800,1648598400,273369600
51,2022-03-30,100000062394,66018.923,Самосвалы CAT 785C,65,Самосвал карьерный 785C №433,Олимпиадинский ГОК,2013-07-31,1375228800,1648598400,273369600
52,2022-03-30,100000062393,60771.936,Самосвалы CAT 785C,65,Самосвал карьерный 785C №432,Олимпиадинский ГОК,2013-07-31,1375228800,1648598400,273369600
53,2022-03-30,100000062391,65607.532,Самосвалы CAT 785C,65,Самосвал карьерный 785C №431,Олимпиадинский ГОК,2013-07-31,1375228800,1648598400,273369600
54,2022-03-30,100000062384,80797.599,Самосвалы CAT 785C,65,Самосвал карьерный 785C №430,Олимпиадинский ГОК,2011-08-22,1313971200,1648598400,334627200
55,2022-03-30,100000062383,82117.22,Самосвалы CAT 785C,65,Самосвал карьерный 785C №429,Олимпиадинский ГОК,2011-07-31,1312070400,1648598400,336528000
56,2022-03-30,100000062382,81521.206,Самосвалы CAT 785C,65,Самосвал карьерный 785C №428,Олимпиадинский ГОК,2011-07-31,1312070400,1648598400,336528000
57,2022-03-30,100000062381,82555.275,Самосвалы CAT 785C,65,Самосвал карьерный 785C №427,Олимпиадинский ГОК,2011-07-31,1312070400,1648598400,336528000
58,2022-03-30,100000065976,84718.625,Самосвалы CAT 785C,65,Самосвал карьерный 785C №426,Олимпиадинский ГОК,2011-07-31,1312070400,1648598400,336528000
59,2022-03-30,100000062380,81476.2,Самосвалы CAT 785C,65,Самосвал карьерный 785C №424,Олимпиадинский ГОК,2011-05-20,1305849600,1648598400,342748800
60,2022-03-30,100000065967,81407.471,Самосвалы CAT 785C,65,Самосвал карьерный 785C №423,Олимпиадинский ГОК,2011-05-20,1305849600,1648598400,342748800
61,2022-03-30,100000065974,83695.65,Самосвалы CAT 785C,65,Самосвал карьерный 785C №422,Олимпиадинский ГОК,2011-04-30,1304121600,1648598400,344476800
62,2022-03-30,100000065972,84300.974,Самосвалы CAT 785C,65,Самосвал карьерный 785C №420,Олимпиадинский ГОК,2011-04-30,1304121600,1648598400,344476800
63,2022-03-30,100000065971,84152.782,Самосвалы CAT 785C,65,Самосвал карьерный 785C №419,Олимпиадинский ГОК,2011-04-30,1304121600,1648598400,344476800
64,2022-03-30,100000065970,86296.301,Самосвалы CAT 785C,65,Самосвал карьерный 785C №418,Олимпиадинский ГОК,2011-04-30,1304121600,1648598400,344476800
65,2022-03-30,100000065969,81127.971,Самосвалы CAT 785C,65,Самосвал карьерный 785C №417,Олимпиадинский ГОК,2011-04-30,1304121600,1648598400,344476800
66,2022-03-30,100000065968,83931.552,Самосвалы CAT 785C,65,Самосвал карьерный 785C №416,Олимпиадинский ГОК,2011-04-30,1304121600,1648598400,344476800
67,2022-03-30,100000062376,96138.566,Самосвалы CAT 785C,65,Самосвал карьерный 785C №415,Олимпиадинский ГОК,2009-11-04,1257292800,1648598400,391305600
68,2022-03-30,100000062377,97629.764,Самосвалы CAT 785C,65,Самосвал карьерный 785C №414,Олимпиадинский ГОК,2009-11-02,1257120000,1648598400,391478400
69,2022-03-30,100000062379,96811.007,Самосвалы CAT 785C,65,Самосвал карьерный 785C №411,Олимпиадинский ГОК,2009-10-02,1254441600,1648598400,394156800
70,2022-03-30,100000062373,97884.305,Самосвалы CAT 785C,65,Самосвал карьерный 785C №409,Олимпиадинский ГОК,2009-06-24,1245801600,1648598400,402796800
71,2022-03-30,100000062372,97972.697,Самосвалы CAT 785C,65,Самосвал карьерный 785C №407,Олимпиадинский ГОК,2009-06-08,1244419200,1648598400,404179200
72,2022-03-30,100000062371,98788.923,Самосвалы CAT 785C,65,Самосвал карьерный 785C №405,Олимпиадинский ГОК,2009-05-06,1241568000,1648598400,407030400
73,2022-03-30,100000062370,102560.619,Самосвалы CAT 785C,65,Самосвал карьерный 785C №404,Олимпиадинский ГОК,2009-05-06,1241568000,1648598400,407030400
74,2022-03-30,100000028868,97861.448,Самосвалы CAT 785C,65,Самосвал карьерный 785C №401,Олимпиадинский ГОК,2009-03-04,1236124800,1648598400,412473600
75,2022-03-29,100000062390,67276.853,Самосвалы CAT 785C,65,Самосвал карьерный 785C №435,Олимпиадинский ГОК,2013-07-31,1375228800,1648512000,273283200
76,2022-03-30,100000008674,32147.15,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1620,Полюс Вернинское,2017-12-12,1513036800,1648598400,135561600
77,2022-03-30,100000008673,32864.62,Самосвалы CAT 785C,65,Самосвал карьерный 785C №1619,Полюс Вернинское,2017-12-12,1513036800,1648598400,135561600
78,2022-03-30,100000084396,32169.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №13,Полюс Магадан,2018-03-16,1521158400,1648598400,127440000
79,2022-03-30,100000084397,29978.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №14,Полюс Магадан,2018-03-16,1521158400,1648598400,127440000
80,2022-03-30,100000084398,26686.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №15,Полюс Магадан,2018-04-23,1524441600,1648598400,124156800
81,2022-03-30,100000084399,30445.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №16,Полюс Магадан,2018-04-23,1524441600,1648598400,124156800
82,2022-03-30,100000084400,27126.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №17,Полюс Магадан,2018-04-23,1524441600,1648598400,124156800
83,2022-03-30,100000084402,30711.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №19,Полюс Магадан,2018-05-30,1527638400,1648598400,120960000
84,2022-03-30,100000084403,30552.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №20,Полюс Магадан,2018-05-30,1527638400,1648598400,120960000
85,2022-03-30,100000084404,29715.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №21,Полюс Магадан,2018-05-30,1527638400,1648598400,120960000
86,2022-03-30,100000084405,29579.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №22,Полюс Магадан,2018-05-30,1527638400,1648598400,120960000
87,2022-03-30,100000084406,30087.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №23,Полюс Магадан,2018-06-30,1530316800,1648598400,118281600
88,2022-03-30,100000084407,28166.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №24,Полюс Магадан,2018-06-30,1530316800,1648598400,118281600
89,2022-03-30,100000084408,29616.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №25,Полюс Магадан,2018-06-30,1530316800,1648598400,118281600
90,2022-03-30,100000084409,29609.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №26,Полюс Магадан,2018-07-31,1532995200,1648598400,115603200
91,2022-03-30,100000084410,29536.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №27,Полюс Магадан,2018-07-31,1532995200,1648598400,115603200
92,2022-03-30,100000084411,28946.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №28,Полюс Магадан,2018-07-31,1532995200,1648598400,115603200
93,2022-03-30,100000084412,27098.0,Самосвалы Komatsu 730E-8,69,Самосвал карьерный 730E-8 №29,Полюс Магадан,2018-09-10,1536537600,1648598400,112060800
94,2022-03-29,100000065631,59157.081,Самосвалы CAT 785C,65,Самосвал карьерный 785C №532,Олимпиадинский ГОК,2014-02-28,1393545600,1648512000,254966400
95,2022-03-29,100000065981,43955.486,Самосвалы CAT 785C,65,Самосвал карьерный 785C №450,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
96,2022-03-29,100000065980,44408.06,Самосвалы CAT 785C,65,Самосвал карьерный 785C №449,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
97,2022-03-29,100000065979,43720.796,Самосвалы CAT 785C,65,Самосвал карьерный 785C №448,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
98,2022-03-29,100000065978,43860.909,Самосвалы CAT 785C,65,Самосвал карьерный 785C №447,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
99,2022-03-29,100000065977,42906.513,Самосвалы CAT 785C,65,Самосвал карьерный 785C №446,Олимпиадинский ГОК,2016-08-10,1470787200,1648512000,177724800
100,2022-03-29,100000062389,56971.343,Самосвалы CAT 785C,65,Самосвал карьерный 785C №442,Олимпиадинский ГОК,2014-06-19,1403136000,1648512000,245376000
101,2022-03-29,100000062388,59831.377,Самосвалы CAT 785C,65,Самосвал карьерный 785C №443,Олимпиадинский ГОК,2014-06-19,1403136000,1648512000,245376000
102,2022-03-29,100000062387,57053.884,Самосвалы CAT 785C,65,Самосвал карьерный 785C №444,Олимпиадинский ГОК,2014-06-19,1403136000,1648512000,245376000
103,2022-03-29,100000062386,56953.805,Самосвалы CAT 785C,65,Самосвал карьерный 785C №441,Олимпиадинский ГОК,2014-06-19,1403136000,1648512000,245376000
104,2022-03-29,100000062385,53335.72,Самосвалы CAT 785C,65,Самосвал карьерный 785C №445,Олимпиадинский ГОК,2014-06-19,1403136000,1648512000,245376000
105,2022-03-29,100000062384,80785.609,Самосвалы CAT 785C,65,Самосвал карьерный 785C №430,Олимпиадинский ГОК,2011-08-22,1313971200,1648512000,334540800
106,2022-03-29,100000062383,82107.103,Самосвалы CAT 785C,65,Самосвал карьерный 785C №429,Олимпиадинский ГОК,2011-07-31,1312070400,1648512000,336441600
107,2022-03-29,100000062382,81509.356,Самосвалы CAT 785C,65,Самосвал карьерный 785C №428,Олимпиадинский ГОК,2011-07-31,1312070400,1648512000,336441600
108,2022-03-29,100000062381,82544.863,Самосвалы CAT 785C,65,Самосвал карьерный 785C №427,Олимпиадинский ГОК,2011-07-31,1312070400,1648512000,336441600
109,2022-03-29,100000065976,84706.865,Самосвалы CAT 785C,65,Самосвал карьерный 785C №426,Олимпиадинский ГОК,2011-07-31,1312070400,1648512000,336441600
110,2022-03-29,100000065636,59899.484,Самосвалы CAT 785C,65,Самосвал карьерный 785C №535,Олимпиадинский ГОК,2014-03-06,1394064000,1648512000,254448000
111,2022-03-29,100000065635,62720.37,Самосвалы CAT 785C,65,Самосвал карьерный 785C №536,Олимпиадинский ГОК,2014-03-06,1394064000,1648512000,254448000
112,2022-03-29,100000065634,61413.818,Самосвалы CAT 785C,65,Самосвал карьерный 785C №534,Олимпиадинский ГОК,2014-03-06,1394064000,1648512000,254448000
113,2022-03-29,100000065633,59816.294,Самосвалы CAT 785C,65,Самосвал карьерный 785C №533,Олимпиадинский ГОК,2014-03-06,1394064000,1648512000,254448000
114,2022-03-29,100000065632,59950.294,Самосвалы CAT 785C,65,Самосвал карьерный 785C №530,Олимпиадинский ГОК,2014-02-28,1393545600,1648512000,254966400
115,2022-03-29,100000065643,71544.535,Самосвалы CAT 785C,65,Самосвал карьерный 785C №522,Олимпиадинский ГОК,2012-09-30,1348963200,1648512000,299548800
116,2022-03-29,100000065641,72778.252,Самосвалы CAT 785C,65,Самосвал карьерный 785C №521,Олимпиадинский ГОК,2012-09-30,1348963200,1648512000,299548800
117,2022-03-29,100000065640,72285.082,Самосвалы CAT 785C,65,Самосвал карьерный 785C №517,Олимпиадинский ГОК,2012-07-05,1341446400,1648512000,307065600
118,2022-03-29,100000065639,74107.508,Самосвалы CAT 785C,65,Самосвал карьерный 785C №519,Олимпиадинский ГОК,2012-07-05,1341446400,1648512000,307065600
119,2022-03-29,100000065638,72108.865,Самосвалы CAT 785C,65,Самосвал карьерный 785C №520,Олимпиадинский ГОК,2012-07-05,1341446400,1648512000,307065600
120,2022-03-29,100000065637,74657.468,Самосвалы CAT 785C,65,Самосвал карьерный 785C №518,Олимпиадинский ГОК,2012-07-05,1341446400,1648512000,307065600
121,2022-03-29,100000062379,96800.715,Самосвалы CAT 785C,65,Самосвал карьерный 785C №411,Олимпиадинский ГОК,2009-10-02,1254441600,1648512000,394070400
122,2022-03-29,100000062377,97617.904,Самосвалы CAT 785C,65,Самосвал карьерный 785C №414,Олимпиадинский ГОК,2009-11-02,1257120000,1648512000,391392000
123,2022-03-29,100000062376,96127.929,Самосвалы CAT 785C,65,Самосвал карьерный 785C №415,Олимпиадинский ГОК,2009-11-04,1257292800,1648512000,391219200
124,2022-03-29,100000062373,97884.195,Самосвалы CAT 785C,65,Самосвал карьерный 785C №409,Олимпиадинский ГОК,2009-06-24,1245801600,1648512000,402710400
125,2022-03-29,100000062372,97961.197,Самосвалы CAT 785C,65,Самосвал карьерный 785C №407,Олимпиадинский ГОК,2009-06-08,1244419200,1648512000,404092800
126,2022-03-29,100000062371,98777.313,Самосвалы CAT 785C,65,Самосвал карьерный 785C №405,Олимпиадинский ГОК,2009-05-06,1241568000,1648512000,406944000
127,2022-03-29,100000062370,102550.106,Самосвалы CAT 785C,65,Самосвал карьерный 785C №404,Олимпиадинский ГОК,2009-05-06,1241568000,1648512000,406944000
128,2022-03-29,100000062369,99012.147,Самосвалы CAT 785C,65,Самосвал карьерный 785C №403,Олимпиадинский ГОК,2009-05-06,1241568000,1648512000,406944000
129,2022-03-29,100000028868,97850.048,Самосвалы CAT 785C,65,Самосвал карьерный 785C №401,Олимпиадинский ГОК,2009-03-04,1236124800,1648512000,412387200
130,2022-03-29,100000065606,90903.224,Самосвалы CAT 785C,65,Самосвал карьерный 785C №501,Олимпиадинский ГОК,2010-12-16,1292457600,1648512000,356054400
131,2022-03-29,100000062380,81465.736,Самосвалы CAT 785C,65,Самосвал карьерный 785C №424,Олимпиадинский ГОК,2011-05-20,1305849600,1648512000,342662400
132,2022-03-29,100000065967,81395.991,Самосвалы CAT 785C,65,Самосвал карьерный 785C №423,Олимпиадинский ГОК,2011-05-20,1305849600,1648512000,342662400
133,2022-03-29,100000065611,86952.42,Самосвалы CAT 785C,65,Самосвал карьерный 785C №505,Олимпиадинский ГОК,2010-12-31,1293753600,1648512000,354758400
134,2022-03-29,100000065609,83892.038,Самосвалы CAT 785C,65,Самосвал карьерный 785C №504,Олимпиадинский ГОК,2010-12-31,1293753600,1648512000,354758400
135,2022-03-29,100000065608,86066.323,Самосвалы CAT 785C,65,Самосвал карьерный 785C №503,Олимпиадинский ГОК,2010-12-16,1292457600,1648512000,356054400
136,2022-03-29,100000065607,85617.165,Самосвалы CAT 785C,65,Самосвал карьерный 785C №502,Олимпиадинский ГОК,2010-12-16,1292457600,1648512000,356054400
137,2022-03-29,100000065615,85805.291,Самосвалы CAT 785C,65,Самосвал карьерный 785C №509,Олимпиадинский ГОК,2011-02-18,1297987200,1648512000,350524800
138,2022-03-29,100000065614,86829.595,Самосвалы CAT 785C,65,Самосвал карьерный 785C №508,Олимпиадинский ГОК,2011-02-28,1298851200,1648512000,349660800
139,2022-03-29,100000065613,87493.156,Самосвалы CAT 785C,65,Самосвал карьерный 785C №507,Олимпиадинский ГОК,2011-01-31,1296432000,1648512000,352080000
140,2022-03-29,100000065612,88708.033,Самосвалы CAT 785C,65,Самосвал карьерный 785C №506,Олимпиадинский ГОК,2011-01-31,1296432000,1648512000,352080000
141,2022-03-29,100000065622,84125.039,Самосвалы CAT 785C,65,Самосвал карьерный 785C №516,Олимпиадинский ГОК,2011-05-20,1305849600,1648512000,342662400
142,2022-03-29,100000065974,83683.85,Самосвалы CAT 785C,65,Самосвал карьерный 785C №422,Олимпиадинский ГОК,2011-04-30,1304121600,1648512000,344390400
143,2022-03-29,100000065972,84289.194,Самосвалы CAT 785C,65,Самосвал карьерный 785C №420,Олимпиадинский ГОК,2011-04-30,1304121600,1648512000,344390400
144,2022-03-29,100000065971,84141.918,Самосвалы CAT 785C,65,Самосвал карьерный 785C №419,Олимпиадинский ГОК,2011-04-30,1304121600,1648512000,344390400
145,2022-03-29,100000065970,86284.421,Самосвалы CAT 785C,65,Самосвал карьерный 785C №418,Олимпиадинский ГОК,2011-04-30,1304121600,1648512000,344390400
146,2022-03-29,100000065969,81117.222,Самосвалы CAT 785C,65,Самосвал карьерный 785C №417,Олимпиадинский ГОК,2011-04-30,1304121600,1648512000,344390400
147,2022-03-29,100000065968,83921.285,Самосвалы CAT 785C,65,Самосвал карьерный 785C №416,Олимпиадинский ГОК,2011-04-30,1304121600,1648512000,344390400
148,2022-03-29,100000065620,86174.19,Самосвалы CAT 785C,65,Самосвал карьерный 785C №515,Олимпиадинский ГОК,2011-04-30,1304121600,1648512000,344390400
149,2022-03-29,100000065619,81727.077,Самосвалы CAT 785C,65,Самосвал карьерный 785C №514,Олимпиадинский ГОК,2011-03-31,1301529600,1648512000,346982400
150,2022-03-29,100000065618,85623.154,Самосвалы CAT 785C,65,Самосвал карьерный 785C №512,Олимпиадинский ГОК,2011-03-31,1301529600,1648512000,346982400
151,2022-03-29,100000065617,84686.837,Самосвалы CAT 785C,65,Самосвал карьерный 785C №511,Олимпиадинский ГОК,2011-02-28,1298851200,1648512000,349660800
152,2022-03-29,100000065616,87951.604,Самосвалы CAT 785C,65,Самосвал карьерный 785C №510,Олимпиадинский ГОК,2011-02-28,1298851200,1648512000,349660800
153,2022-03-29,100000065630,62547.17,Самосвалы CAT 785C,65,Самосвал карьерный 785C №529,Олимпиадинский ГОК,2014-02-28,1393545600,1648512000,254966400
154,2022-03-29,100000065629,62727.284,Самосвалы CAT 785C,65,Самосвал карьерный 785C №531,Олимпиадинский ГОК,2021-07-03,1625270400,1648512000,23241600
155,2022-03-29,100000065628,55555.778,Самосвалы CAT 785C,65,Самосвал карьерный 785C №528,Олимпиадинский ГОК,2014-02-28,1393545600,1648512000,254966400
156,2022-03-29,100000065627,63259.442,Самосвалы CAT 785C,65,Самосвал карьерный 785C №527,Олимпиадинский ГОК,2013-12-31,1388448000,1648512000,260064000
157,2022-03-29,100000065626,64718.655,Самосвалы CAT 785C,65,Самосвал карьерный 785C №523,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
158,2022-03-29,100000065624,63872.368,Самосвалы CAT 785C,65,Самосвал карьерный 785C №524,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
159,2022-03-29,100000065623,65483.077,Самосвалы CAT 785C,65,Самосвал карьерный 785C №525,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
160,2022-03-29,100000062399,62756.483,Самосвалы CAT 785C,65,Самосвал карьерный 785C №440,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
161,2022-03-29,100000062398,60988.91,Самосвалы CAT 785C,65,Самосвал карьерный 785C №439,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
162,2022-03-29,100000062397,63668.764,Самосвалы CAT 785C,65,Самосвал карьерный 785C №438,Олимпиадинский ГОК,2013-12-31,1388448000,1648512000,260064000
163,2022-03-29,100000062396,63352.025,Самосвалы CAT 785C,65,Самосвал карьерный 785C №437,Олимпиадинский ГОК,2013-12-13,1386892800,1648512000,261619200
164,2022-03-29,100000062395,63271.193,Самосвалы CAT 785C,65,Самосвал карьерный 785C №436,Олимпиадинский ГОК,2013-12-31,1388448000,1648512000,260064000
165,2022-03-29,100000062394,66006.973,Самосвалы CAT 785C,65,Самосвал карьерный 785C №433,Олимпиадинский ГОК,2013-07-31,1375228800,1648512000,273283200
166,2022-03-29,100000062393,60759.946,Самосвалы CAT 785C,65,Самосвал карьерный 785C №432,Олимпиадинский ГОК,2013-07-31,1375228800,1648512000,273283200
