,datetime,eo_code,motohours
0,2022-03-30,100000065981,43966.051
2,2022-03-30,100000065980,44419.49
4,2022-03-30,100000065979,43732.666
6,2022-03-30,100000065978,43871.619
8,2022-03-30,100000065977,42918.493
10,2022-03-30,100000065635,62731.17
12,2022-03-30,100000065636,59902.464
14,2022-03-30,100000065634,61424.613
16,2022-03-30,100000065633,59826.524
18,2022-03-30,100000065631,59157.581
20,2022-03-30,100000065629,62738.288
22,2022-03-30,100000065632,59960.334
24,2022-03-30,100000065630,62548.77
26,2022-03-30,100000065628,55565.064
28,2022-03-30,100000065627,63262.25
30,2022-03-30,100000065623,65493.826
32,2022-03-30,100000065624,63883.111
34,2022-03-30,100000065626,64719.125
36,2022-03-30,100000065643,71545.255
38,2022-03-30,100000065641,72789.046
40,2022-03-30,100000065638,72119.641
42,2022-03-30,100000065639,74115.034
44,2022-03-30,100000065637,74663.148
46,2022-03-30,100000065640,72295.422
48,2022-03-30,100000065622,84134.339
50,2022-03-30,100000065620,86185.95
52,2022-03-30,100000065619,81739.077
54,2022-03-30,100000065618,85624.044
56,2022-03-30,100000065617,84695.717
58,2022-03-30,100000065616,87962.172
60,2022-03-30,100000065615,85813.421
62,2022-03-30,100000065614,86841.495
64,2022-03-30,100000065613,87495.206
66,2022-03-30,100000065612,88720.033
68,2022-03-30,100000065611,86964.42
70,2022-03-30,100000065609,83903.888
72,2022-03-30,100000065608,86077.873
74,2022-03-30,100000065607,85627.91
76,2022-03-30,100000065606,90914.724
78,2022-03-30,100000062385,53346.169
80,2022-03-30,100000062387,57065.884
82,2022-03-30,100000062388,59843.297
84,2022-03-30,100000062389,56983.223
86,2022-03-30,100000062386,56964.824
88,2022-03-30,100000062399,62766.929
90,2022-03-30,100000062398,60999.73
92,2022-03-30,100000062397,63679.588
94,2022-03-30,100000062396,63363.735
96,2022-03-30,100000062395,63282.993
98,2022-03-30,100000062390,67287.45
100,2022-03-30,100000062392,65512.025
102,2022-03-30,100000062394,66018.923
104,2022-03-30,100000062393,60771.936
106,2022-03-30,100000062391,65607.532
108,2022-03-30,100000062384,80797.599
110,2022-03-30,100000062383,82117.22
112,2022-03-30,100000062382,81521.206
114,2022-03-30,100000062381,82555.275
116,2022-03-30,100000065976,84718.625
118,2022-03-30,100000062380,81476.2
120,2022-03-30,100000065967,81407.471
122,2022-03-30,100000065974,83695.65
124,2022-03-30,100000065972,84300.974
126,2022-03-30,100000065971,84152.782
128,2022-03-30,100000065970,86296.301
130,2022-03-30,100000065969,81127.971
132,2022-03-30,100000065968,83931.552
134,2022-03-30,100000062376,96138.566
136,2022-03-30,100000062377,97629.764
138,2022-03-30,100000062379,96811.007
140,2022-03-30,100000062373,97884.305
142,2022-03-30,100000062372,97972.697
144,2022-03-30,100000062371,98788.923
146,2022-03-30,100000062370,102560.619
148,2022-03-30,100000028868,97861.448
153,2022-03-29,100000062390,67276.853
154,2022-03-30,100000008674,32147.15
155,2022-03-30,100000008673,32864.62
156,2022-03-30,100000084396,32169.0
158,2022-03-30,100000084397,29978.0
160,2022-03-30,100000084398,26686.0
162,2022-03-30,100000084399,30445.0
164,2022-03-30,100000084400,27126.0
167,2022-03-30,100000084402,30711.0
169,2022-03-30,100000084403,30552.0
171,2022-03-30,100000084404,29715.0
173,2022-03-30,100000084405,29579.0
175,2022-03-30,100000084406,30087.0
177,2022-03-30,100000084407,28166.0
179,2022-03-30,100000084408,29616.0
181,2022-03-30,100000084409,29609.0
183,2022-03-30,100000084410,29536.0
185,2022-03-30,100000084411,28946.0
187,2022-03-30,100000084412,27098.0
189,2022-03-29,100000065631,59157.081
191,2022-03-29,100000065981,43955.486
193,2022-03-29,100000065980,44408.06
195,2022-03-29,100000065979,43720.796
197,2022-03-29,100000065978,43860.909
199,2022-03-29,100000065977,42906.513
201,2022-03-29,100000062389,56971.343
203,2022-03-29,100000062388,59831.377
205,2022-03-29,100000062387,57053.884
207,2022-03-29,100000062386,56953.805
209,2022-03-29,100000062385,53335.72
211,2022-03-29,100000062384,80785.609
213,2022-03-29,100000062383,82107.103
215,2022-03-29,100000062382,81509.356
217,2022-03-29,100000062381,82544.863
219,2022-03-29,100000065976,84706.865
221,2022-03-29,100000065636,59899.484
223,2022-03-29,100000065635,62720.37
225,2022-03-29,100000065634,61413.818
227,2022-03-29,100000065633,59816.294
229,2022-03-29,100000065632,59950.294
231,2022-03-29,100000065643,71544.535
233,2022-03-29,100000065641,72778.252
235,2022-03-29,100000065640,72285.082
237,2022-03-29,100000065639,74107.508
239,2022-03-29,100000065638,72108.865
241,2022-03-29,100000065637,74657.468
243,2022-03-29,100000062379,96800.715
245,2022-03-29,100000062377,97617.904
247,2022-03-29,100000062376,96127.929
249,2022-03-29,100000062373,97884.195
251,2022-03-29,100000062372,97961.197
253,2022-03-29,100000062371,98777.313
255,2022-03-29,100000062370,102550.106
257,2022-03-29,100000062369,99012.147
258,2022-03-29,100000028868,97850.048
260,2022-03-29,100000065606,90903.224
262,2022-03-29,100000062380,81465.736
264,2022-03-29,100000065967,81395.991
266,2022-03-29,100000065611,86952.42
268,2022-03-29,100000065609,83892.038
270,2022-03-29,100000065608,86066.323
272,2022-03-29,100000065607,85617.165
273,2022-03-29,100000065615,85805.291
275,2022-03-29,100000065614,86829.595
277,2022-03-29,100000065613,87493.156
279,2022-03-29,100000065612,88708.033
281,2022-03-29,100000065622,84125.039
282,2022-03-29,100000065974,83683.85
284,2022-03-29,100000065972,84289.194
286,2022-03-29,100000065971,84141.918
288,2022-03-29,100000065970,86284.421
290,2022-03-29,100000065969,81117.222
292,2022-03-29,100000065968,83921.285
294,2022-03-29,100000065620,86174.19
296,2022-03-29,100000065619,81727.077
298,2022-03-29,100000065618,85623.154
300,2022-03-29,100000065617,84686.837
302,2022-03-29,100000065616,87951.604
304,2022-03-29,100000065630,62547.17
306,2022-03-29,100000065629,62727.284
308,2022-03-29,100000065628,55555.778
310,2022-03-29,100000065627,63259.442
312,2022-03-29,100000065626,64718.655
314,2022-03-29,100000065624,63872.368
316,2022-03-29,100000065623,65483.077
318,2022-03-29,100000062399,62756.483
320,2022-03-29,100000062398,60988.91
322,2022-03-29,100000062397,63668.764
324,2022-03-29,100000062396,63352.025
326,2022-03-29,100000062395,63271.193
328,2022-03-29,100000062394,66006.973
330,2022-03-29,100000062393,60759.946
332,2022-03-29,100000062392,65500.025
334,2022-03-29,100000062391,65596.478
337,2022-03-29,100000084412,27086.0
339,2022-03-29,100000084411,28934.0
341,2022-03-29,100000084410,29524.0
343,2022-03-29,100000084409,29597.0
345,2022-03-29,100000084408,29615.0
347,2022-03-29,100000065616,87940.584
348,2022-03-29,100000084407,28154.0
351,2022-03-29,100000084406,30075.0
353,2022-03-29,100000084405,29567.0
355,2022-03-29,100000084404,29703.0
357,2022-03-29,100000084403,30540.0
359,2022-03-29,100000084402,30699.0
361,2022-03-29,100000084401,30845.0
363,2022-03-29,100000084400,27114.0
365,2022-03-29,100000084399,30433.0
367,2022-03-29,100000084398,26674.0
369,2022-03-29,100000084397,29966.0
371,2022-03-29,100000065632,59940.458
372,2022-03-29,100000084396,32157.0
374,2022-03-29,100000065976,84700.765
376,2022-03-29,100000008674,32136.0
377,2022-03-29,100000008673,32852.62
378,2022-03-29,100000065981,43944.056
380,2022-03-29,100000065980,44396.4
382,2022-03-29,100000065979,43709.316
384,2022-03-29,100000065978,43849.839
386,2022-03-29,100000065977,42895.812
390,2022-03-29,100000065635,62710.548
392,2022-03-29,100000065636,59898.404
394,2022-03-29,100000065634,61403.574
396,2022-03-29,100000065633,59811.864
398,2022-03-29,100000065631,59156.741
400,2022-03-29,100000065629,62716.93
403,2022-03-29,100000065630,62544.94
405,2022-03-29,100000065628,55545.566
407,2022-03-29,100000065627,63249.465
409,2022-03-29,100000065623,65471.587
411,2022-03-29,100000065624,63863.468
413,2022-03-29,100000065626,64718.345
415,2022-03-29,100000065643,71543.795
417,2022-03-29,100000065641,72768.929
419,2022-03-29,100000065638,72099.027
421,2022-03-29,100000065639,74097.237
423,2022-03-29,100000065637,74654.538
425,2022-03-29,100000065640,72274.272
427,2022-03-29,100000065622,84123.809
429,2022-03-29,100000065620,86163.719
431,2022-03-29,100000065619,81717.237
433,2022-03-29,100000065618,85622.424
435,2022-03-29,100000065617,84679.007
438,2022-03-29,100000065615,85799.661
440,2022-03-29,100000065614,86818.415
442,2022-03-29,100000065613,87488.876
444,2022-03-29,100000065612,88696.913
446,2022-03-29,100000065611,86941.34
448,2022-03-29,100000065609,83881.888
450,2022-03-29,100000065608,86055.463
452,2022-03-29,100000065607,85606.085
453,2022-03-29,100000065606,90891.944
455,2022-03-29,100000062385,53324.03
457,2022-03-29,100000062387,57045.394
459,2022-03-29,100000062388,59819.807
461,2022-03-29,100000062389,56959.343
463,2022-03-29,100000062386,56942.565
465,2022-03-29,100000062399,62744.963
467,2022-03-29,100000062398,60977.03
469,2022-03-29,100000062397,63657.881
471,2022-03-29,100000062396,63340.415
473,2022-03-29,100000062395,63260.361
475,2022-03-29,100000062390,67266.428
477,2022-03-29,100000062392,65488.865
479,2022-03-29,100000062394,65996.768
481,2022-03-29,100000062393,60748.956
483,2022-03-29,100000062391,65584.818
485,2022-03-29,100000062384,80774.069
487,2022-03-29,100000062383,82095.723
489,2022-03-29,100000062382,81497.666
491,2022-03-29,100000062381,82535.313
493,2022-03-29,100000065975,80617.849
494,2022-03-29,100000062380,81454.306
496,2022-03-29,100000065967,81385.991
498,2022-03-29,100000065974,83671.99
500,2022-03-29,100000065972,84278.43
502,2022-03-29,100000065971,84131.088
504,2022-03-29,100000065970,86273.021
506,2022-03-29,100000065969,81105.772
508,2022-03-29,100000065968,83909.975
510,2022-03-29,100000062376,96116.759
512,2022-03-29,100000062377,97606.574
514,2022-03-29,100000062379,96792.835
516,2022-03-29,100000062373,97873.531
518,2022-03-29,100000062372,97950.456
520,2022-03-29,100000062371,98765.883
522,2022-03-29,100000062370,102538.106
524,2022-03-29,100000062369,99010.897
526,2022-03-29,100000028868,97838.098
529,2022-03-29,100000008674,32124.3
530,2022-03-29,100000008673,32841.22
531,2022-03-29,100000084396,32145.0
533,2022-03-29,100000084397,29954.0
535,2022-03-29,100000084398,26662.0
537,2022-03-29,100000084399,30421.0
539,2022-03-29,100000084400,27102.0
541,2022-03-29,100000084401,30834.0
543,2022-03-29,100000084402,30687.0
545,2022-03-29,100000084403,30528.0
548,2022-03-29,100000084405,29555.0
550,2022-03-29,100000084406,30065.0
552,2022-03-29,100000084407,28142.0
554,2022-03-29,100000084408,29603.0
556,2022-03-29,100000084409,29585.0
558,2022-03-29,100000084410,29512.0
560,2022-03-29,100000084411,28924.0
562,2022-03-29,100000084412,27074.0
564,2022-03-28,100000062384,80763.379
566,2022-03-28,100000062383,82083.983
568,2022-03-28,100000062382,81485.716
570,2022-03-28,100000062381,82523.363
572,2022-03-28,100000065976,84698.945
574,2022-03-28,100000065622,84114.919
576,2022-03-28,100000065975,80616.659
578,2022-03-28,100000065974,83660.29
580,2022-03-28,100000065972,84267.164
582,2022-03-28,100000065971,84120.194
584,2022-03-28,100000065970,86261.361
586,2022-03-28,100000065969,81096.062
588,2022-03-28,100000065968,83898.929
590,2022-03-28,100000065620,86151.819
592,2022-03-28,100000065619,81705.237
594,2022-03-28,100000065618,85622.084
596,2022-03-28,100000065617,84667.877
598,2022-03-28,100000065616,87930.016
600,2022-03-28,100000065615,85791.561
602,2022-03-28,100000065614,86806.705
604,2022-03-28,100000065613,87482.926
606,2022-03-28,100000065612,88684.913
608,2022-03-28,100000065967,81374.771
610,2022-03-28,100000065611,86929.34
612,2022-03-28,100000065609,83869.888
614,2022-03-28,100000065608,86043.473
616,2022-03-28,100000065607,85594.085
618,2022-03-28,100000065606,90879.944
620,2022-03-28,100000062380,81442.486
622,2022-03-28,100000062379,96784.395
624,2022-03-28,100000062377,97596.534
626,2022-03-28,100000062376,96105.669
627,2022-03-28,100000062373,97862.101
629,2022-03-28,100000062372,97938.686
631,2022-03-28,100000062371,98755.088
633,2022-03-28,100000062370,102526.106
635,2022-03-28,100000062369,99000.867
637,2022-03-28,100000028868,97827.432
639,2022-03-28,100000065636,59897.754
641,2022-03-28,100000065635,62699.607
642,2022-03-28,100000065634,61392.705
644,2022-03-28,100000065633,59811.564
646,2022-03-28,100000065632,59930.158
648,2022-03-28,100000065631,59145.819
649,2022-03-28,100000065630,62540.84
651,2022-03-28,100000065629,62706.73
653,2022-03-28,100000065628,55534.694
655,2022-03-28,100000065627,63238.999
657,2022-03-28,100000065626,64717.915
659,2022-03-28,100000065624,63852.387
661,2022-03-28,100000065623,65459.647
663,2022-03-28,100000062399,62733.153
665,2022-03-28,100000062398,60966.238
667,2022-03-28,100000062397,63647.172
669,2022-03-28,100000062396,63328.415
671,2022-03-28,100000062395,63248.431
673,2022-03-28,100000062394,65984.808
675,2022-03-28,100000062393,60737.906
677,2022-03-28,100000062392,65477.929
679,2022-03-28,100000062391,65572.868
681,2022-03-28,100000062390,67254.488
683,2022-03-28,100000062389,56947.993
685,2022-03-28,100000062388,59807.897
687,2022-03-28,100000062387,57033.474
689,2022-03-28,100000062386,56931.693
691,2022-03-28,100000062385,53312.08
693,2022-03-28,100000065981,43933.207
695,2022-03-28,100000065980,44384.41
697,2022-03-28,100000065979,43697.476
699,2022-03-28,100000065978,43838.199
701,2022-03-28,100000065977,42885.278
703,2022-03-28,100000065643,71532.848
705,2022-03-28,100000065641,72758.823
707,2022-03-28,100000065640,72263.142
709,2022-03-28,100000065639,74085.237
711,2022-03-28,100000065638,72088.56
713,2022-03-28,100000065637,74653.448
715,2022-03-28,100000008674,32112.49
716,2022-03-28,100000008673,32829.22
717,2022-03-28,100000084412,27062.0
719,2022-03-28,100000084411,28914.0
721,2022-03-28,100000084410,29500.0
723,2022-03-28,100000084409,29573.0
725,2022-03-28,100000084408,29591.0
727,2022-03-28,100000084407,28130.0
729,2022-03-28,100000084406,30062.0
731,2022-03-28,100000084405,29543.0
734,2022-03-28,100000084403,30516.0
736,2022-03-28,100000084402,30675.0
738,2022-03-28,100000084401,30822.0
740,2022-03-28,100000084400,27090.0
742,2022-03-28,100000084399,30409.0
744,2022-03-28,100000084398,26650.0
746,2022-03-28,100000084397,29942.0
748,2022-03-28,100000084396,32133.0
750,2022-03-28,100000065635,62688.751
752,2022-03-28,100000065636,59897.124
754,2022-03-28,100000065634,61382.085
756,2022-03-28,100000065633,59811.494
758,2022-03-28,100000065631,59134.92
760,2022-03-28,100000065629,62695.761
762,2022-03-28,100000065632,59919.465
764,2022-03-28,100000065630,62537.37
766,2022-03-28,100000065628,55523.672
768,2022-03-28,100000065627,63228.236
770,2022-03-28,100000065623,65449.423
772,2022-03-28,100000065624,63840.697
774,2022-03-28,100000065626,64716.605
776,2022-03-28,100000065643,71522.117
778,2022-03-28,100000065641,72747.86
780,2022-03-28,100000065638,72080.0
782,2022-03-28,100000065639,74074.323
784,2022-03-28,100000065637,74652.848
786,2022-03-28,100000065640,72251.752
788,2022-03-28,100000065622,84104.389
790,2022-03-28,100000065620,86141.499
792,2022-03-28,100000065619,81693.807
794,2022-03-28,100000065618,85621.844
796,2022-03-28,100000065617,84655.947
798,2022-03-28,100000065616,87918.986
800,2022-03-28,100000065615,85784.391
802,2022-03-28,100000065614,86796.065
804,2022-03-28,100000065613,87475.556
806,2022-03-28,100000065612,88673.373
808,2022-03-28,100000065611,86917.89
810,2022-03-28,100000065609,83858.428
812,2022-03-28,100000065608,86031.983
814,2022-03-28,100000065607,85582.865
816,2022-03-28,100000065606,90868.444
818,2022-03-28,100000065981,43921.617
820,2022-03-28,100000065980,44372.51
822,2022-03-28,100000065979,43685.836
824,2022-03-28,100000065978,43826.689
826,2022-03-28,100000065977,42875.018
828,2022-03-28,100000062385,53300.88
830,2022-03-28,100000062387,57022.799
832,2022-03-28,100000062388,59795.917
834,2022-03-28,100000062389,56946.863
836,2022-03-28,100000062386,56920.903
838,2022-03-28,100000062399,62721.913
840,2022-03-28,100000062398,60954.378
842,2022-03-28,100000062397,63635.572
844,2022-03-28,100000062396,63316.525
846,2022-03-28,100000062395,63236.491
848,2022-03-28,100000062390,67242.628
850,2022-03-28,100000062392,65466.139
852,2022-03-28,100000062394,65972.918
854,2022-03-28,100000062393,60726.276
856,2022-03-28,100000062391,65561.97
858,2022-03-28,100000062384,80751.699
860,2022-03-28,100000062383,82073.062
862,2022-03-28,100000062382,81474.996
864,2022-03-28,100000062381,82511.433
866,2022-03-28,100000065976,84688.955
868,2022-03-28,100000065975,80613.479
870,2022-03-28,100000062380,81430.626
872,2022-03-28,100000065967,81363.271
874,2022-03-28,100000065974,83648.52
876,2022-03-28,100000065972,84255.294
878,2022-03-28,100000065971,84109.294
880,2022-03-28,100000065970,86249.881
882,2022-03-28,100000065969,81084.662
884,2022-03-28,100000065968,83886.939
886,2022-03-28,100000062376,96104.769
888,2022-03-28,100000062377,97593.244
890,2022-03-28,100000062379,96772.835
892,2022-03-28,100000062373,97850.431
894,2022-03-28,100000062372,97927.056
896,2022-03-28,100000062371,98744.237
898,2022-03-28,100000062370,102514.106
900,2022-03-28,100000062369,98989.097
902,2022-03-28,100000028868,97815.832
904,2022-03-27,100000065624,63829.147
905,2022-03-27,100000065620,86130.917
906,2022-03-27,100000062369,98977.327
908,2022-03-28,100000008674,32101.44
909,2022-03-28,100000008673,32817.89
910,2022-03-27,100000065975,80601.539
912,2022-03-27,100000065622,84092.879
914,2022-03-27,100000065976,84677.145
916,2022-03-27,100000062381,82499.613
918,2022-03-27,100000062382,81464.207
920,2022-03-27,100000062383,82062.2
922,2022-03-27,100000065970,86239.749
924,2022-03-27,100000065971,84098.536
926,2022-03-27,100000065972,84243.384
928,2022-03-27,100000065974,83637.65
930,2022-03-27,100000065969,81074.15
932,2022-03-27,100000065968,83875.099
934,2022-03-27,100000065619,81683.275
936,2022-03-27,100000062385,53290.819
938,2022-03-27,100000062386,56909.023
940,2022-03-27,100000062384,80739.879
942,2022-03-27,100000062390,67231.737
944,2022-03-27,100000062391,65551.181
946,2022-03-27,100000062392,65455.377
948,2022-03-27,100000062393,60714.316
950,2022-03-27,100000062389,56935.523
952,2022-03-27,100000062387,57010.849
954,2022-03-27,100000062388,59785.121
955,2022-03-27,100000065632,59909.352
957,2022-03-27,100000065633,59810.904
959,2022-03-27,100000065634,61381.725
961,2022-03-27,100000065635,62678.093
963,2022-03-27,100000065636,59886.294
965,2022-03-27,100000062397,63635.532
967,2022-03-27,100000062398,60943.6
969,2022-03-27,100000062399,62711.097
971,2022-03-27,100000065623,65437.513
973,2022-03-27,100000062394,65966.248
975,2022-03-27,100000062395,63224.551
977,2022-03-27,100000062396,63305.651
979,2022-03-27,100000065628,55512.737
981,2022-03-27,100000065629,62695.211
983,2022-03-27,100000065630,62536.67
985,2022-03-27,100000065631,59126.063
988,2022-03-27,100000065626,64716.185
990,2022-03-27,100000065627,63226.486
992,2022-03-27,100000065606,90857.444
994,2022-03-27,100000065607,85571.83
996,2022-03-27,100000065608,86020.403
998,2022-03-27,100000062380,81419.136
1000,2022-03-27,100000065967,81351.331
1002,2022-03-27,100000065609,83846.428
1004,2022-03-27,100000065611,86906.98
1006,2022-03-27,100000065612,88661.373
1008,2022-03-27,100000065613,87468.646
1010,2022-03-27,100000065614,86784.205
1013,2022-03-27,100000065615,85777.031
1015,2022-03-27,100000065616,87911.476
1017,2022-03-27,100000065617,84645.291
1019,2022-03-27,100000065618,85621.514
1021,2022-03-27,100000062379,96762.864
1023,2022-03-27,100000062377,97581.384
1025,2022-03-27,100000062376,96092.769
1027,2022-03-27,100000062371,98732.527
1029,2022-03-27,100000062373,97850.371
1031,2022-03-27,100000062372,97916.268
1033,2022-03-27,100000028868,97804.202
1036,2022-03-27,100000062370,102502.106
1040,2022-03-27,100000065640,72240.862
1042,2022-03-27,100000065641,72737.84
1044,2022-03-27,100000065643,71511.37
1046,2022-03-27,100000065637,74652.588
1048,2022-03-27,100000065638,72068.43
1050,2022-03-27,100000065639,74063.534
1052,2022-03-27,100000065978,43816.332
1054,2022-03-27,100000065979,43675.4
1056,2022-03-27,100000065980,44361.797
1058,2022-03-27,100000065981,43910.871
1060,2022-03-27,100000065619,81673.485
1062,2022-03-27,100000065968,83864.206
1064,2022-03-27,100000065969,81062.66
1066,2022-03-27,100000065974,83625.66
1068,2022-03-27,100000065972,84231.464
1070,2022-03-27,100000065971,84095.246
1072,2022-03-27,100000065970,86228.209
1074,2022-03-27,100000062383,82050.41
1076,2022-03-27,100000062382,81453.117
1078,2022-03-27,100000062381,82487.613
1080,2022-03-27,100000065976,84665.435
1082,2022-03-27,100000065622,84081.439
1084,2022-03-27,100000065975,80589.689
1086,2022-03-27,100000062386,56897.233
1088,2022-03-27,100000062385,53279.639
1090,2022-03-27,100000062384,80727.939
1092,2022-03-27,100000062393,60702.896
1094,2022-03-27,100000062392,65444.954
1096,2022-03-27,100000062391,65539.261
1098,2022-03-27,100000062390,67219.837
1100,2022-03-27,100000062389,56923.563
1102,2022-03-27,100000062387,56999.909
1104,2022-03-27,100000062388,59773.431
1105,2022-03-27,100000065635,62674.823
1107,2022-03-27,100000065634,61371.874
1109,2022-03-27,100000065633,59801.085
1111,2022-03-27,100000065632,59899.173
1113,2022-03-27,100000065636,59885.664
1115,2022-03-27,100000062396,63293.841
1117,2022-03-27,100000062395,63213.851
1119,2022-03-27,100000062394,65955.946
1121,2022-03-27,100000065623,65425.753
1123,2022-03-27,100000062399,62699.697
1125,2022-03-27,100000062398,60932.674
1127,2022-03-27,100000062397,63623.812
1129,2022-03-27,100000065631,59118.686
1131,2022-03-27,100000065630,62534.61
1133,2022-03-27,100000065629,62694.141
1135,2022-03-27,100000065628,55503.064
1137,2022-03-27,100000065626,64713.525
1139,2022-03-27,100000065624,63820.198
1141,2022-03-27,100000065627,63224.246
1143,2022-03-27,100000065618,85611.99
1145,2022-03-27,100000065617,84633.931
1147,2022-03-27,100000065616,87900.156
1149,2022-03-27,100000065615,85769.251
1151,2022-03-27,100000065620,86121.711
1153,2022-03-27,100000065614,86772.995
1155,2022-03-27,100000065613,87462.326
1157,2022-03-27,100000065612,88650.163
1159,2022-03-27,100000065611,86895.59
1161,2022-03-27,100000065609,83836.438
1163,2022-03-27,100000065967,81340.091
1165,2022-03-27,100000062380,81407.176
1167,2022-03-27,100000065608,86008.403
1169,2022-03-27,100000065607,85560.85
1171,2022-03-27,100000065606,90845.954
1173,2022-03-27,100000062370,102492.349
1175,2022-03-27,100000062369,98967.924
1177,2022-03-27,100000028868,97792.412
1179,2022-03-27,100000062372,97904.498
1181,2022-03-27,100000062371,98721.722
1183,2022-03-27,100000062376,96081.859
1185,2022-03-27,100000062377,97571.011
1187,2022-03-27,100000062379,96750.894
1189,2022-03-27,100000065639,74053.257
1191,2022-03-27,100000065638,72057.96
1193,2022-03-27,100000065637,74646.898
1195,2022-03-27,100000065643,71510.71
1197,2022-03-27,100000065641,72728.127
1199,2022-03-27,100000065640,72229.772
1201,2022-03-27,100000065981,43899.291
1203,2022-03-27,100000065980,44351.698
1205,2022-03-27,100000065979,43664.03
1207,2022-03-27,100000065978,43804.812
1209,2022-03-28,100000084396,32121.0
1211,2022-03-26,100000062385,53267.679
1212,2022-03-28,100000084397,29930.0
1214,2022-03-28,100000084398,26642.0
1216,2022-03-26,100000065975,80577.739
1218,2022-03-28,100000084399,30397.0
1220,2022-03-26,100000065969,81052.292
1221,2022-03-28,100000084400,27079.0
1224,2022-03-28,100000084401,30810.0
1226,2022-03-26,100000065628,55492.126
1227,2022-03-28,100000084402,30663.0
1230,2022-03-28,100000084403,30504.0
1233,2022-03-26,100000062380,81396.34
1234,2022-03-28,100000084405,29532.0
1237,2022-03-26,100000065620,86110.789
1238,2022-03-28,100000084406,30050.0
1240,2022-03-28,100000084407,28118.0
1242,2022-03-28,100000084408,29579.0
1244,2022-03-28,100000084409,29561.0
1246,2022-03-28,100000084410,29488.0
1248,2022-03-28,100000084411,28902.0
1250,2022-03-28,100000084412,27050.0
1252,2022-03-26,100000065620,86099.832
1253,2022-03-25,100000065620,86089.184
1254,2022-03-25,100000065620,86078.469
1255,2022-03-24,100000065620,86067.725
1256,2022-03-24,100000065620,86057.295
1257,2022-03-23,100000065620,86046.507
1258,2022-03-23,100000065620,86035.922
1259,2022-03-22,100000065620,86024.895
1260,2022-03-22,100000065620,86014.892
1261,2022-03-21,100000065620,86004.48
1262,2022-03-21,100000065620,85994.077
1263,2022-03-20,100000065620,85983.262
1264,2022-03-20,100000065624,63685.81
1265,2022-03-20,100000065624,63674.869
1266,2022-03-27,100000008674,32089.66
1267,2022-03-27,100000008673,32805.89
1268,2022-03-27,100000008674,32078.59
1269,2022-03-27,100000008673,32794.55
1270,2022-03-26,100000065972,84219.504
1272,2022-03-26,100000065971,84083.576
1274,2022-03-26,100000065974,83613.73
1278,2022-03-26,100000065968,83852.366
1281,2022-03-26,100000065970,86216.209
1282,2022-03-26,100000065612,88638.163
1284,2022-03-26,100000065613,87454.056
1286,2022-03-26,100000065614,86761.295
1288,2022-03-26,100000065615,85759.371
1290,2022-03-26,100000065616,87889.452
1292,2022-03-26,100000065617,84622.811
1294,2022-03-26,100000065618,85610.99
1296,2022-03-26,100000065619,81662.553
1298,2022-03-26,100000065967,81329.05
1299,2022-03-26,100000065606,90834.514
1301,2022-03-26,100000065607,85550.027
1303,2022-03-26,100000065608,85996.413
1305,2022-03-26,100000065609,83824.438
1307,2022-03-26,100000065611,86883.59
1309,2022-03-26,100000062387,56987.909
1311,2022-03-26,100000062388,59761.871
1313,2022-03-26,100000062390,67209.311
1315,2022-03-26,100000062391,65527.431
1317,2022-03-26,100000062392,65433.214
1319,2022-03-26,100000062393,60692.327
1321,2022-03-26,100000062394,65946.616
1324,2022-03-26,100000062386,56886.355
1325,2022-03-26,100000065622,84069.949
1327,2022-03-26,100000065976,84653.605
1329,2022-03-26,100000062381,82477.02
1331,2022-03-26,100000062382,81442.235
1333,2022-03-26,100000062383,82039.848
1335,2022-03-26,100000062384,80715.989
1338,2022-03-26,100000062369,98955.934
1340,2022-03-26,100000062370,102482.346
1342,2022-03-26,100000062371,98710.312
1344,2022-03-26,100000062372,97892.518
1346,2022-03-26,100000062373,97842.511
1348,2022-03-26,100000062376,96070.519
1350,2022-03-26,100000062377,97560.165
1351,2022-03-26,100000062379,96740.606
1353,2022-03-26,100000028868,97780.672
1355,2022-03-26,100000065643,71510.55
1357,2022-03-26,100000065637,74644.008
1359,2022-03-26,100000065638,72051.7
1361,2022-03-26,100000065641,72719.137
1363,2022-03-26,100000065639,74041.357
1365,2022-03-26,100000065640,72218.642
1367,2022-03-26,100000062395,63202.111
1369,2022-03-26,100000062396,63282.321
1371,2022-03-26,100000062397,63611.922
1372,2022-03-26,100000062398,60920.804
1374,2022-03-26,100000062399,62688.948
1376,2022-03-26,100000065623,65415.32
1378,2022-03-26,100000065624,63809.255
1380,2022-03-26,100000065629,62693.641
1382,2022-03-26,100000065630,62533.19
1384,2022-03-26,100000065631,59107.833
1386,2022-03-26,100000065632,59888.207
1388,2022-03-26,100000065626,64712.835
1390,2022-03-26,100000065627,63223.716
1393,2022-03-26,100000065633,59800.365
1395,2022-03-26,100000065634,61360.992
1397,2022-03-26,100000065635,62663.96
1399,2022-03-26,100000065636,59885.184
1401,2022-03-26,100000065978,43793.812
1403,2022-03-26,100000065979,43652.06
1405,2022-03-26,100000065980,44339.878
1407,2022-03-26,100000065981,43896.381
1408,2022-03-27,100000084412,27039.0
1410,2022-03-27,100000084411,28890.0
1412,2022-03-27,100000084410,29476.0
1414,2022-03-27,100000084409,29549.0
1416,2022-03-27,100000084408,29567.0
1418,2022-03-27,100000084407,28106.0
1420,2022-03-26,100000065611,86872.01
