Документ измерений,Дата,Показания счетчика,ЕдиницаИзмерПризнака,Единица оборудования
28433367,1/6/2022,"72983,028",МТЧ,100000065637
28433351,1/6/2022,"788897,172",км,100000065636
28433342,1/6/2022,"58172,455",МТЧ,100000065636
28433331,1/6/2022,"794785,605",км,100000065635
28433316,1/6/2022,"60911,963",МТЧ,100000065635
28433229,1/6/2022,"805361,603",км,100000065634
28433210,1/6/2022,"59667,636",МТЧ,100000065634
28433279,1/6/2022,"795791,367",км,100000065633
28433110,1/6/2022,"58218,996",МТЧ,100000065633
28433248,1/6/2022,"786909,875",км,100000065632
28433234,1/6/2022,"58139,192",МТЧ,100000065632
28433215,1/6/2022,"777697,128",км,100000065631
28433187,1/6/2022,"57444,389",МТЧ,100000065631
28433173,1/6/2022,"820760,838",км,100000065630
28433130,1/6/2022,"60908,292",МТЧ,100000065630
28433151,1/6/2022,"836247,353",км,100000065629
28433133,1/6/2022,"61097,392",МТЧ,100000065629
28433118,1/6/2022,"740256,424",км,100000065628
28433095,1/6/2022,"53742,764",МТЧ,100000065628
28433079,1/6/2022,"840535,664",км,100000065627
28433057,1/6/2022,"61567,959",МТЧ,100000065627
28433042,1/6/2022,"873586,486",км,100000065626
28433029,1/6/2022,"63019,210",МТЧ,100000065626
28433013,1/6/2022,"819526,212",км,100000065625
28432930,1/6/2022,"60401,496",МТЧ,100000065625
28432993,1/6/2022,"857998,607",км,100000065624
28432967,1/6/2022,"873971,335",км,100000065623
28432954,1/6/2022,"63715,297",МТЧ,100000065623
28432939,1/6/2022,"1090332,800",км,100000065622
28432915,1/6/2022,"82267,896",МТЧ,100000065622
28432759,1/6/2022,"1137577,831",км,100000065620
28432872,1/6/2022,"1043478,776",км,100000065619
28432857,1/6/2022,"79880,888",МТЧ,100000065619
28432820,1/6/2022,"1123986,994",км,100000065618
28432720,1/6/2022,"84357,103",МТЧ,100000065618
28432823,1/6/2022,"1097493,602",км,100000065617
28432766,1/6/2022,"82801,121",МТЧ,100000065617
28432746,1/6/2022,"1138139,923",км,100000065616
28432733,1/6/2022,"86219,089",МТЧ,100000065616
28432723,1/6/2022,"1086603,299",км,100000065615
28432705,1/6/2022,"84315,217",МТЧ,100000065615
28432550,1/6/2022,"1101810,381",км,100000065614
28432683,1/6/2022,"85031,962",МТЧ,100000065614
28432673,1/6/2022,"1145687,924",км,100000065613
28432662,1/6/2022,"85930,268",МТЧ,100000065613
28432628,1/6/2022,"1158471,596",км,100000065612
28432528,1/6/2022,"87044,080",МТЧ,100000065612
28432618,1/6/2022,"1101988,911",км,100000065611
28432597,1/6/2022,"85126,396",МТЧ,100000065611
28432489,1/6/2022,"1137785,988",км,100000065609
28432470,1/6/2022,"82019,026",МТЧ,100000065609
28432535,1/6/2022,"1087661,846",км,100000065608
28432516,1/6/2022,"84212,702",МТЧ,100000065608
28432503,1/6/2022,"1099560,814",км,100000065607
28432493,1/6/2022,"83753,045",МТЧ,100000065607
28432476,1/6/2022,"1181156,967",км,100000065606
28432390,1/6/2022,"89057,557",МТЧ,100000065606
28430545,1/6/2022,"529286,584",км,100000065981
28430532,1/6/2022,"42117,877",МТЧ,100000065981
28430518,1/6/2022,"531771,421",км,100000065980
28430501,1/6/2022,"42556,305",МТЧ,100000065980
28430485,1/6/2022,"524746,899",км,100000065979
28430475,1/6/2022,"41874,252",МТЧ,100000065979
28430410,1/6/2022,"517140,487",км,100000065978
28430447,1/6/2022,"42036,948",МТЧ,100000065978
28430350,1/6/2022,"517887,385",км,100000065977
28430330,1/6/2022,"41197,582",МТЧ,100000065977
28430396,1/6/2022,"1076691,506",км,100000065976
28430384,1/6/2022,"82878,855",МТЧ,100000065976
28430367,1/6/2022,"1002534,398",км,100000065975
28430351,1/6/2022,"78823,336",МТЧ,100000065975
28430336,1/6/2022,"1015936,049",км,100000065974
28430316,1/6/2022,"81890,573",МТЧ,100000065974
28430283,1/6/2022,"1063958,238",км,100000065972
28430266,1/6/2022,"82473,705",МТЧ,100000065972
28430247,1/6/2022,"1030723,476",км,100000065971
28430228,1/6/2022,"82390,100",МТЧ,100000065971
28430211,1/6/2022,"1099798,335",км,100000065970
28430197,1/6/2022,"84484,854",МТЧ,100000065970
28430181,1/6/2022,"1035551,990",км,100000065969
28430169,1/6/2022,"79364,028",МТЧ,100000065969
28430152,1/6/2022,"1074582,523",км,100000065968
28430143,1/6/2022,"82248,712",МТЧ,100000065968
28430111,1/6/2022,"1028056,718",км,100000065967
28430102,1/6/2022,"79587,493",МТЧ,100000065967
28430086,1/6/2022,"766897,552",км,100000062399
28430074,1/6/2022,"60961,810",МТЧ,100000062399
28429899,1/6/2022,"764357,116",км,100000062398
28429819,1/6/2022,"59143,437",МТЧ,100000062398
28430016,1/6/2022,"810490,401",км,100000062397
28429977,1/6/2022,"62143,596",МТЧ,100000062397
28429951,1/6/2022,"789283,545",км,100000062396
28429917,1/6/2022,"61829,182",МТЧ,100000062396
28429902,1/6/2022,"809366,334",км,100000062395
28429885,1/6/2022,"61835,491",МТЧ,100000062395
28429867,1/6/2022,"815934,174",км,100000062394
28429788,1/6/2022,"64250,360",МТЧ,100000062394
28429844,1/6/2022,"765071,484",км,100000062393
28429834,1/6/2022,"58938,514",МТЧ,100000062393
28429729,1/6/2022,"815808,523",км,100000062392
28429804,1/6/2022,"63914,033",МТЧ,100000062392
28429791,1/6/2022,"809386,645",км,100000062391
28429774,1/6/2022,"63823,412",МТЧ,100000062391
28429759,1/6/2022,"857036,463",км,100000062390
28429739,1/6/2022,"65484,063",МТЧ,100000062390
28429716,1/6/2022,"730504,772",км,100000062389
28429701,1/6/2022,"55183,763",МТЧ,100000062389
28429677,1/6/2022,"753872,541",км,100000062388
28429652,1/6/2022,"711761,576",км,100000062387
28429635,1/6/2022,"55257,807",МТЧ,100000062387
28429621,1/6/2022,"716835,450",км,100000062386
28429605,1/6/2022,"55120,214",МТЧ,100000062386
28429587,1/6/2022,"705222,253",км,100000062385
28429577,1/6/2022,"51501,092",МТЧ,100000062385
28429558,1/6/2022,"974477,133",км,100000062384
28429541,1/6/2022,"78999,271",МТЧ,100000062384
28429470,1/6/2022,"1033117,445",км,100000062383
28429524,1/6/2022,"80777,733",МТЧ,100000062383
28429440,1/6/2022,"1052450,679",км,100000062382
28429420,1/6/2022,"79649,681",МТЧ,100000062382
28429494,1/6/2022,"1021722,067",км,100000062381
28429477,1/6/2022,"80807,667",МТЧ,100000062381
28429456,1/6/2022,"1014229,978",км,100000062380
28429441,1/6/2022,"79673,704",МТЧ,100000062380
28429427,1/6/2022,"1224415,704",км,100000062379
28429407,1/6/2022,"95044,254",МТЧ,100000062379
28429389,1/6/2022,"1191302,484",км,100000062378
28429343,1/6/2022,"95575,198",МТЧ,100000062378
28429327,1/6/2022,"1213197,006",км,100000062377
28429260,1/6/2022,"95815,419",МТЧ,100000062377
28429303,1/6/2022,"1195777,804",км,100000062376
28429292,1/6/2022,"94295,478",МТЧ,100000062376
28429197,1/6/2022,"1214099,367",км,100000062373
28429176,1/6/2022,"96189,506",МТЧ,100000062373
28429262,1/6/2022,"1192486,718",км,100000062372
28429245,1/6/2022,"96176,770",МТЧ,100000062372
28429225,1/6/2022,"1211088,182",км,100000062371
28429204,1/6/2022,"97081,451",МТЧ,100000062371
28429187,1/6/2022,"1222091,163",км,100000062370
28429166,1/6/2022,"100769,668",МТЧ,100000062370
28429148,1/6/2022,"1223563,605",км,100000062369
28429131,1/6/2022,"97168,488",МТЧ,100000062369
28429056,1/6/2022,"1200433,836",км,100000028868
28429029,1/6/2022,"96071,285",МТЧ,100000028868
28428533,1/5/2022,"359935,000",км,100000008673
28428269,1/6/2022,"25540,000",МТЧ,100000084412
28428237,1/6/2022,"319344,000",км,100000084412
28427661,1/6/2022,"27015,000",МТЧ,100000084411
28427609,1/6/2022,"335299,000",км,100000084411
28427292,1/5/2022,"373126,000",км,100000008674
28427205,1/6/2022,"27591,000",МТЧ,100000084410
28427191,1/6/2022,"347640,000",км,100000084410
28426923,1/6/2022,"27771,000",МТЧ,100000084409
28426890,1/6/2022,"349927,000",км,100000084409
28426556,1/5/2022,"96177,546",МТЧ,100000062373
28426575,1/6/2022,"27714,000",МТЧ,100000084408
28426504,1/6/2022,"345454,000",км,100000084408
28426415,1/5/2022,"805192,783",км,100000065634
28426358,1/6/2022,"26262,000",МТЧ,100000084407
28426247,1/6/2022,"322980,000",км,100000084407
28426223,1/6/2022,"28197,000",МТЧ,100000084406
28426212,1/6/2022,"349189,000",км,100000084406
28426110,1/5/2022,"42544,535",МТЧ,100000065980
28426082,1/5/2022,"79352,178",МТЧ,100000065969
28425929,1/5/2022,"856917,372",км,100000062390
28425308,1/6/2022,"27730,000",МТЧ,100000084405
28425294,1/6/2022,"344700,000",км,100000084405
28425283,1/6/2022,"27782,000",МТЧ,100000084404
28425272,1/6/2022,"344779,000",км,100000084404
28425251,1/6/2022,"28640,000",МТЧ,100000084403
28425190,1/6/2022,"357746,000",км,100000084403
28424955,1/6/2022,"28798,000",МТЧ,100000084402
28424873,1/6/2022,"359650,000",км,100000084402
28424886,1/6/2022,"30270,990",МТЧ,100000008674
28424590,1/6/2022,"30986,700",МТЧ,100000008673
28424464,1/6/2022,"28924,000",МТЧ,100000084401
28424450,1/6/2022,"356119,000",км,100000084401
28424436,1/6/2022,"25209,000",МТЧ,100000084400
28424422,1/6/2022,"314466,000",км,100000084400
28424388,1/6/2022,"28535,000",МТЧ,100000084399
28424354,1/6/2022,"351294,000",км,100000084399
28424340,1/6/2022,"25149,000",МТЧ,100000084398
28424326,1/6/2022,"308358,000",км,100000084398
28424312,1/6/2022,"342279,000",км,100000084397
28424181,1/6/2022,"30261,000",МТЧ,100000084396
28424137,1/6/2022,"372046,000",км,100000084396
28418696,1/5/2022,"25528,000",МТЧ,100000084412
28418674,1/5/2022,"319181,000",км,100000084412
28418662,1/5/2022,"27003,000",МТЧ,100000084411
28418630,1/5/2022,"335142,000",км,100000084411
28418616,1/5/2022,"27579,000",МТЧ,100000084410
28418602,1/5/2022,"347477,000",км,100000084410
28418559,1/5/2022,"27759,000",МТЧ,100000084409
28418486,1/5/2022,"349748,000",км,100000084409
28418475,1/5/2022,"27702,000",МТЧ,100000084408
28418434,1/5/2022,"345286,000",км,100000084408
28418423,1/5/2022,"26250,000",МТЧ,100000084407
28418412,1/5/2022,"322838,000",км,100000084407
28418371,1/5/2022,"28185,000",МТЧ,100000084406
28418320,1/5/2022,"349015,000",км,100000084406
28418289,1/5/2022,"27723,000",МТЧ,100000084405
28418245,1/5/2022,"344616,000",км,100000084405
28418234,1/5/2022,"27770,000",МТЧ,100000084404
28418113,1/5/2022,"344603,000",км,100000084404
28418047,1/5/2022,"28628,000",МТЧ,100000084403
28418016,1/5/2022,"357564,000",км,100000084403
28417923,1/5/2022,"359481,000",км,100000084402
28417909,1/5/2022,"28912,000",МТЧ,100000084401
28417885,1/5/2022,"355963,000",км,100000084401
28417850,1/5/2022,"25197,000",МТЧ,100000084400
28417826,1/5/2022,"314297,000",км,100000084400
28417812,1/5/2022,"28523,000",МТЧ,100000084399
28417778,1/5/2022,"351129,000",км,100000084399
28417744,1/5/2022,"25137,000",МТЧ,100000084398
28417680,1/5/2022,"308200,000",км,100000084398
28417616,1/5/2022,"342118,000",км,100000084397
28417602,1/5/2022,"30249,000",МТЧ,100000084396
28417528,1/5/2022,"371878,000",км,100000084396
28417081,1/5/2022,"1076549,562",км,100000065976
28417068,1/5/2022,"82867,445",МТЧ,100000065976
28417049,1/5/2022,"1090177,277",км,100000065622
28417026,1/5/2022,"82257,076",МТЧ,100000065622
28416914,1/5/2022,"1191160,379",км,100000062378
28416895,1/5/2022,"95563,258",МТЧ,100000062378
28416710,1/5/2022,"524610,105",км,100000065979
28416761,1/5/2022,"41862,302",МТЧ,100000065979
28416719,1/5/2022,"58207,656",МТЧ,100000065633
28416630,1/5/2022,"795606,937",км,100000065633
28416673,1/5/2022,"84311,587",МТЧ,100000065615
28416657,1/5/2022,"1086585,757",км,100000065615
28416638,1/5/2022,"79576,033",МТЧ,100000065967
28416604,1/5/2022,"1027913,326",км,100000065967
28416558,1/5/2022,"63008,370",МТЧ,100000065626
28416542,1/5/2022,"873419,276",км,100000065626
28416503,1/5/2022,"62132,046",МТЧ,100000062397
28416489,1/5/2022,"810351,998",км,100000062397
28416464,1/5/2022,"58089,135",МТЧ,100000062388
28416447,1/5/2022,"753759,243",км,100000062388
28415459,1/5/2022,"80765,823",МТЧ,100000062383
28415525,1/5/2022,"1032984,031",км,100000062383
28415369,1/5/2022,"1052314,851",км,100000062382
28415461,1/5/2022,"79637,781",МТЧ,100000062382
28415446,1/5/2022,"80796,799",МТЧ,100000062381
28415429,1/5/2022,"1021597,665",км,100000062381
28415408,1/5/2022,"1002402,915",км,100000065975
28415388,1/5/2022,"78811,546",МТЧ,100000065975
28415374,1/5/2022,"81878,863",МТЧ,100000065974
28415356,1/5/2022,"1015791,369",км,100000065974
28415342,1/5/2022,"82461,825",МТЧ,100000065972
28415314,1/5/2022,"1063808,408",км,100000065972
28415304,1/5/2022,"1035415,357",км,100000065969
28415276,1/5/2022,"82237,829",МТЧ,100000065968
28415261,1/5/2022,"1074462,949",км,100000065968
28415247,1/5/2022,"84349,803",МТЧ,100000065618
28415229,1/5/2022,"1123809,151",км,100000065618
28415149,1/5/2022,"1138139,923",км,100000065616
28415199,1/5/2022,"86207,089",МТЧ,100000065616
28415186,1/5/2022,"873800,101",км,100000065623
28415174,1/5/2022,"63703,957",МТЧ,100000065623
28415158,1/5/2022,"60950,240",МТЧ,100000062399
28415136,1/5/2022,"766897,552",км,100000062399
28415101,1/5/2022,"764218,069",км,100000062398
28415074,1/5/2022,"59131,647",МТЧ,100000062398
28415062,1/5/2022,"809249,496",км,100000062395
28415046,1/5/2022,"61824,717",МТЧ,100000062395
28414960,1/5/2022,"716721,670",км,100000062386
28414949,1/5/2022,"55108,574",МТЧ,100000062386
28414991,1/5/2022,"51490,366",МТЧ,100000062385
28414910,1/5/2022,"705081,989",км,100000062385
28414961,1/5/2022,"82007,026",МТЧ,100000065609
28414869,1/5/2022,"1137630,526",км,100000065609
28414938,1/5/2022,"1087557,722",км,100000065608
28414916,1/5/2022,"84202,702",МТЧ,100000065608
28414775,1/5/2022,"1224316,408",км,100000062379
28414745,1/5/2022,"95035,058",МТЧ,100000062379
28414732,1/5/2022,"95804,594",МТЧ,100000062377
28414721,1/5/2022,"1213044,280",км,100000062377
28414617,1/5/2022,"1213952,917",км,100000062373
28414679,1/5/2022,"97156,498",МТЧ,100000062369
28414656,1/5/2022,"1223451,595",км,100000062369
28414359,1/5/2022,"529160,251",км,100000065981
28414336,1/5/2022,"42105,987",МТЧ,100000065981
28414314,1/5/2022,"531646,127",км,100000065980
28414089,1/5/2022,"965147,286",км,100000065638
28414174,1/5/2022,"70205,375",МТЧ,100000065638
28413980,1/5/2022,"60900,013",МТЧ,100000065635
28414075,1/5/2022,"794613,727",км,100000065635
28414061,1/5/2022,"777541,022",км,100000065631
28414047,1/5/2022,"57432,389",МТЧ,100000065631
28414035,1/5/2022,"60896,622",МТЧ,100000065630
28413985,1/5/2022,"820606,180",км,100000065630
28413967,1/5/2022,"836073,222",км,100000065629
28413952,1/5/2022,"61085,392",МТЧ,100000065629
28413937,1/5/2022,"53730,764",МТЧ,100000065628
28413925,1/5/2022,"740073,120",км,100000065628
28413860,1/5/2022,"1014229,978",км,100000062380
28413903,1/5/2022,"79673,704",МТЧ,100000062380
28412146,1/5/2022,"788725,674",км,100000065636
28412069,1/5/2022,"58160,455",МТЧ,100000065636
28412124,1/5/2022,"59655,846",МТЧ,100000065634
28412030,1/5/2022,"786892,655",км,100000065632
28412084,1/5/2022,"58134,552",МТЧ,100000065632
28412071,1/5/2022,"857816,913",км,100000065624
28412057,1/5/2022,"62170,053",МТЧ,100000065624
28411970,1/5/2022,"789195,353",км,100000062396
28412032,1/5/2022,"61817,802",МТЧ,100000062396
28411997,1/5/2022,"815803,335",км,100000062394
28411973,1/5/2022,"64238,480",МТЧ,100000062394
28411957,1/5/2022,"764934,046",км,100000062393
28411915,1/5/2022,"58927,662",МТЧ,100000062393
28411859,1/5/2022,"730391,372",км,100000062389
28411893,1/5/2022,"55171,833",МТЧ,100000062389
28411820,1/5/2022,"711602,695",км,100000062387
28411872,1/5/2022,"55245,857",МТЧ,100000062387
28411788,1/5/2022,"82378,530",МТЧ,100000065971
28411772,1/5/2022,"1030582,981",км,100000065971
28411759,1/5/2022,"1099659,288",км,100000065970
28411620,1/5/2022,"84472,874",МТЧ,100000065970
28411734,1/5/2022,"1137427,358",км,100000065620
28411702,1/5/2022,"84459,705",МТЧ,100000065620
28411691,1/5/2022,"1043314,784",км,100000065619
28411666,1/5/2022,"79868,888",МТЧ,100000065619
28411646,1/5/2022,"1097329,288",км,100000065617
28411569,1/5/2022,"82789,121",МТЧ,100000065617
28411626,1/5/2022,"85919,108",МТЧ,100000065613
28411605,1/5/2022,"1145527,634",км,100000065613
28411509,1/5/2022,"87044,080",МТЧ,100000065612
28411582,1/5/2022,"1158471,596",км,100000065612
28411573,1/5/2022,"85114,396",МТЧ,100000065611
28411558,1/5/2022,"1101818,321",км,100000065611
28411521,1/5/2022,"1099410,019",км,100000065607
28411511,1/5/2022,"83741,585",МТЧ,100000065607
28411323,1/5/2022,"41185,642",МТЧ,100000065977
28411305,1/5/2022,"517749,947",км,100000065977
28411227,1/5/2022,"957737,680",км,100000065641
28411188,1/5/2022,"70940,558",МТЧ,100000065641
28411109,1/5/2022,"70451,243",МТЧ,100000065640
28411157,1/5/2022,"972400,823",км,100000065640
28411141,1/5/2022,"1004959,646",км,100000065639
28411078,1/5/2022,"72225,233",МТЧ,100000065639
28410908,1/5/2022,"1195668,208",км,100000062376
28410889,1/5/2022,"94283,588",МТЧ,100000062376
28410809,1/5/2022,"97070,633",МТЧ,100000062371
28410861,1/5/2022,"1210963,941",км,100000062371
28410640,1/5/2022,"1101647,194",км,100000065614
28410703,1/5/2022,"85019,962",МТЧ,100000065614
28410697,1/5/2022,"89046,017",МТЧ,100000065606
28410490,1/5/2022,"1181022,909",км,100000065606
28410594,1/5/2022,"1192350,729",км,100000062372
28410582,1/5/2022,"96165,130",МТЧ,100000062372
28410573,1/5/2022,"100757,668",МТЧ,100000062370
28410558,1/5/2022,"1221997,646",км,100000062370
28410531,1/5/2022,"1200307,503",км,100000028868
28410453,1/5/2022,"96059,375",МТЧ,100000028868
28410414,1/5/2022,"957002,787",км,100000065643
28410401,1/5/2022,"69914,479",МТЧ,100000065643
28410391,1/5/2022,"1010582,920",км,100000065637
28410379,1/5/2022,"72971,518",МТЧ,100000065637
28410318,1/5/2022,"61555,959",МТЧ,100000065627
28410296,1/5/2022,"840360,729",км,100000065627
28410284,1/5/2022,"819376,865",км,100000065625
28410266,1/5/2022,"60391,496",МТЧ,100000065625
28410210,1/5/2022,"63914,033",МТЧ,100000062392
28410118,1/5/2022,"815808,523",км,100000062392
28410100,1/5/2022,"809259,630",км,100000062391
28410157,1/5/2022,"63812,902",МТЧ,100000062391
28410144,1/5/2022,"65473,371",МТЧ,100000062390
28410086,1/5/2022,"974359,651",км,100000062384
28410073,1/5/2022,"78988,301",МТЧ,100000062384
28409516,1/5/2022,"42024,988",МТЧ,100000065978
28409503,1/5/2022,"516996,290",км,100000065978
28409178,1/5/2022,"81868,784",МТЧ,100000065974
28409123,1/5/2022,"72214,113",МТЧ,100000065639
28409112,1/5/2022,"1004830,110",км,100000065639
28408626,1/5/2022,"79670,484",МТЧ,100000062380
28408604,1/5/2022,"1052179,512",км,100000062382
28408591,1/5/2022,"79625,831",МТЧ,100000062382
28408575,1/5/2022,"805026,141",км,100000065634
28408030,1/5/2022,"30259,510",МТЧ,100000008674
28407817,1/5/2022,"30974,700",МТЧ,100000008673
28396156,1/5/2022,"371726,000",км,100000084396
28396142,1/5/2022,"341964,000",км,100000084397
28396098,1/5/2022,"308040,000",км,100000084398
28396084,1/5/2022,"350972,000",км,100000084399
28396070,1/5/2022,"314151,000",км,100000084400
28396056,1/5/2022,"355829,000",км,100000084401
28395914,1/4/2022,"318900,000",км,100000084412
28395902,1/4/2022,"334858,000",км,100000084411
28395888,1/4/2022,"347159,000",км,100000084410
28395865,1/4/2022,"349459,000",км,100000084409
28395854,1/4/2022,"345000,000",км,100000084408
28395843,1/4/2022,"322543,000",км,100000084407
28395791,1/4/2022,"348713,000",км,100000084406
28395757,1/4/2022,"344333,000",км,100000084405
28395696,1/4/2022,"344426,000",км,100000084404
28395665,1/4/2022,"357340,000",км,100000084403
28395653,1/4/2022,"359174,000",км,100000084402
28394198,1/5/2022,"956834,772",км,100000065643
28394183,1/5/2022,"69903,909",МТЧ,100000065643
28394166,1/5/2022,"957567,251",км,100000065641
28394145,1/5/2022,"70929,238",МТЧ,100000065641
28394131,1/5/2022,"972232,486",км,100000065640
28394122,1/5/2022,"70439,873",МТЧ,100000065640
28394092,1/5/2022,"964963,982",км,100000065638
28394081,1/5/2022,"70194,905",МТЧ,100000065638
28394068,1/5/2022,"1010424,722",км,100000065637
28394048,1/5/2022,"72960,348",МТЧ,100000065637
28393957,1/5/2022,"788600,628",км,100000065636
28394016,1/5/2022,"58148,635",МТЧ,100000065636
28393996,1/5/2022,"794458,104",км,100000065635
28393981,1/5/2022,"60888,653",МТЧ,100000065635
28393963,1/5/2022,"59644,256",МТЧ,100000065634
28393945,1/5/2022,"795443,750",км,100000065633
28393934,1/5/2022,"58196,126",МТЧ,100000065633
28393923,1/5/2022,"786878,654",км,100000065632
28393909,1/5/2022,"58129,812",МТЧ,100000065632
28393789,1/5/2022,"777393,606",км,100000065631
28393759,1/5/2022,"57420,919",МТЧ,100000065631
28393840,1/5/2022,"820438,165",км,100000065630
28393860,1/5/2022,"60885,272",МТЧ,100000065630
28393846,1/5/2022,"835917,438",км,100000065629
28393826,1/5/2022,"61073,882",МТЧ,100000065629
28393816,1/5/2022,"739938,096",км,100000065628
28393775,1/5/2022,"53719,244",МТЧ,100000065628
28393764,1/5/2022,"840203,657",км,100000065627
28393745,1/5/2022,"61544,419",МТЧ,100000065627
28393732,1/5/2022,"873263,492",км,100000065626
28393722,1/5/2022,"62996,760",МТЧ,100000065626
28393711,1/5/2022,"819218,989",км,100000065625
28393600,1/5/2022,"60381,146",МТЧ,100000065625
28393668,1/5/2022,"857648,254",км,100000065624
28393580,1/5/2022,"62158,433",МТЧ,100000065624
28393637,1/5/2022,"873654,778",км,100000065623
28393617,1/5/2022,"63692,527",МТЧ,100000065623
28393603,1/5/2022,"1090022,286",км,100000065622
28393585,1/5/2022,"82245,706",МТЧ,100000065622
28393566,1/5/2022,"1137270,608",км,100000065620
28393469,1/5/2022,"84447,705",МТЧ,100000065620
28393537,1/5/2022,"1043165,598",км,100000065619
28393513,1/5/2022,"79857,478",МТЧ,100000065619
28393499,1/5/2022,"1123721,435",км,100000065618
28393483,1/5/2022,"84338,103",МТЧ,100000065618
28393472,1/5/2022,"1097188,149",км,100000065617
28393388,1/5/2022,"82777,541",МТЧ,100000065617
28393453,1/5/2022,"1138009,084",км,100000065616
28393359,1/5/2022,"86195,929",МТЧ,100000065616
28393434,1/5/2022,"1086574,813",км,100000065615
28393418,1/5/2022,"84306,557",МТЧ,100000065615
28393399,1/5/2022,"1101484,329",км,100000065614
28393375,1/5/2022,"85008,432",МТЧ,100000065614
28393320,1/5/2022,"1145379,736",км,100000065613
28393348,1/5/2022,"85907,268",МТЧ,100000065613
28393249,1/5/2022,"1158471,596",км,100000065612
28393323,1/5/2022,"87044,080",МТЧ,100000065612
28393292,1/5/2022,"1101672,193",км,100000065611
28393279,1/4/2022,"318722,000",км,100000084412
28393271,1/5/2022,"85103,066",МТЧ,100000065611
28393263,1/5/2022,"1137473,133",км,100000065609
28393254,1/5/2022,"81995,536",МТЧ,100000065609
28393237,1/5/2022,"1087421,894",км,100000065608
28393221,1/5/2022,"84191,432",МТЧ,100000065608
28393207,1/5/2022,"1099263,730",км,100000065607
28393177,1/5/2022,"83730,435",МТЧ,100000065607
28393090,1/5/2022,"1180869,861",км,100000065606
28393154,1/5/2022,"89034,447",МТЧ,100000065606
28392962,1/4/2022,"334698,000",км,100000084411
28391416,1/4/2022,"347000,000",км,100000084410
28391147,1/5/2022,"529030,699",км,100000065981
28391134,1/5/2022,"42094,567",МТЧ,100000065981
28391105,1/4/2022,"349273,000",км,100000084409
28391112,1/5/2022,"531536,692",км,100000065980
28391097,1/5/2022,"42533,308",МТЧ,100000065980
28391076,1/5/2022,"524469,931",км,100000065979
28391059,1/5/2022,"41850,302",МТЧ,100000065979
28391044,1/5/2022,"516864,163",км,100000065978
28390969,1/5/2022,"42013,338",МТЧ,100000065978
28391018,1/5/2022,"517608,325",км,100000065977
28391003,1/5/2022,"41173,682",МТЧ,100000065977
28390991,1/5/2022,"1076434,816",км,100000065976
28390977,1/5/2022,"82867,165",МТЧ,100000065976
28390955,1/5/2022,"1002262,420",км,100000065975
28390870,1/5/2022,"78799,846",МТЧ,100000065975
28390934,1/5/2022,"1015660,208",км,100000065974
28390846,1/4/2022,"344852,000",км,100000084408
28390890,1/4/2022,"359817,000",км,100000008673
28390856,1/5/2022,"1063687,707",км,100000065972
28390839,1/5/2022,"82449,845",МТЧ,100000065972
28390806,1/5/2022,"1030449,084",км,100000065971
28390789,1/5/2022,"82367,150",МТЧ,100000065971
28390768,1/5/2022,"1099528,127",км,100000065970
28390754,1/5/2022,"84460,884",МТЧ,100000065970
28390741,1/5/2022,"1035281,138",км,100000065969
28390726,1/5/2022,"79341,850",МТЧ,100000065969
28390711,1/5/2022,"1074338,064",км,100000065968
28390704,1/5/2022,"82226,469",МТЧ,100000065968
28390693,1/5/2022,"1027892,244",км,100000065967
28390679,1/5/2022,"79572,003",МТЧ,100000065967
28390664,1/5/2022,"766768,483",км,100000062399
28390651,1/5/2022,"60938,560",МТЧ,100000062399
28390637,1/5/2022,"764074,838",км,100000062398
28390590,1/5/2022,"59121,662",МТЧ,100000062398
28390608,1/5/2022,"810216,331",км,100000062397
28390594,1/5/2022,"62120,646",МТЧ,100000062397
28390539,1/5/2022,"789183,122",км,100000062396
28390513,1/4/2022,"322409,000",км,100000084407
28390556,1/5/2022,"61816,832",МТЧ,100000062396
28390543,1/5/2022,"809116,404",км,100000062395
28390526,1/5/2022,"61813,127",МТЧ,100000062395
28390505,1/5/2022,"815666,863",км,100000062394
28390418,1/5/2022,"64228,121",МТЧ,100000062394
28390477,1/4/2022,"372812,000",км,100000008674
28390463,1/5/2022,"764812,380",км,100000062393
28390453,1/5/2022,"58915,742",МТЧ,100000062393
28390442,1/5/2022,"815808,523",км,100000062392
28390350,1/5/2022,"63914,033",МТЧ,100000062392
28390421,1/5/2022,"809124,606",км,100000062391
28390404,1/5/2022,"63801,692",МТЧ,100000062391
28390388,1/5/2022,"856793,453",км,100000062390
28390368,1/5/2022,"65461,741",МТЧ,100000062390
28390279,1/5/2022,"730293,349",км,100000062389
28390337,1/5/2022,"55160,563",МТЧ,100000062389
28390317,1/5/2022,"753641,278",км,100000062388
28390260,1/5/2022,"58078,926",МТЧ,100000062388
28390293,1/5/2022,"711469,764",км,100000062387
28390283,1/5/2022,"55235,308",МТЧ,100000062387
28390262,1/5/2022,"716576,186",км,100000062386
28390242,1/5/2022,"55097,244",МТЧ,100000062386
28390233,1/5/2022,"704962,452",км,100000062385
28390223,1/5/2022,"51479,486",МТЧ,100000062385
28390129,1/5/2022,"974263,573",км,100000062384
28390203,1/5/2022,"78979,471",МТЧ,100000062384
28390191,1/5/2022,"1032846,432",км,100000062383
28390181,1/5/2022,"80754,383",МТЧ,100000062383
28390106,1/4/2022,"348552,000",км,100000084406
