Документ измерений,Дата,Показания счетчика,ЕдиницаИзмерПризнака,Единица оборудования
31364281,3/30/2022,"43966,051",МТЧ,100000065981
31364210,3/30/2022,"551573,853",км,100000065981
31364258,3/30/2022,"44419,490",МТЧ,100000065980
31364235,3/30/2022,"552598,949",км,100000065980
31364218,3/30/2022,"43732,666",МТЧ,100000065979
31364195,3/30/2022,"547174,411",км,100000065979
31364184,3/30/2022,"43871,619",МТЧ,100000065978
31364174,3/30/2022,"538981,437",км,100000065978
31364140,3/30/2022,"42918,493",МТЧ,100000065977
31364153,3/30/2022,"538732,753",км,100000065977
31363588,3/30/2022,"62731,170",МТЧ,100000065635
31363640,3/30/2022,"820180,823",км,100000065635
31363644,3/30/2022,"59902,464",МТЧ,100000065636
31363626,3/30/2022,"814976,110",км,100000065636
31363609,3/30/2022,"61424,613",МТЧ,100000065634
31363594,3/30/2022,"829844,947",км,100000065634
31363575,3/30/2022,"59826,524",МТЧ,100000065633
31363551,3/30/2022,"821984,704",км,100000065633
31363482,3/30/2022,"59157,581",МТЧ,100000065631
31363349,3/30/2022,"803080,619",км,100000065631
31363419,3/30/2022,"62738,288",МТЧ,100000065629
31363448,3/30/2022,"861558,412",км,100000065629
31363432,3/30/2022,"59960,334",МТЧ,100000065632
31363370,3/30/2022,"811921,741",км,100000065632
31363405,3/30/2022,"62548,770",МТЧ,100000065630
31363391,3/30/2022,"846737,550",км,100000065630
31363374,3/30/2022,"55565,064",МТЧ,100000065628
31363355,3/30/2022,"767164,681",км,100000065628
31363335,3/30/2022,"63262,250",МТЧ,100000065627
31363324,3/30/2022,"867466,505",км,100000065627
31363199,3/30/2022,"65493,826",МТЧ,100000065623
31363220,3/30/2022,"895964,075",км,100000065623
31363169,3/30/2022,"63883,111",МТЧ,100000065624
31363277,3/30/2022,"885005,033",км,100000065624
31363259,3/30/2022,"64719,125",МТЧ,100000065626
31363237,3/30/2022,"899778,190",км,100000065626
31363224,3/30/2022,"71545,255",МТЧ,100000065643
31363206,3/30/2022,"983256,015",км,100000065643
31363184,3/30/2022,"72789,046",МТЧ,100000065641
31363154,3/30/2022,"983404,900",км,100000065641
31363050,3/30/2022,"72119,641",МТЧ,100000065638
31363100,3/30/2022,"992840,641",км,100000065638
31363111,3/30/2022,"74115,034",МТЧ,100000065639
31363104,3/30/2022,"1032151,155",км,100000065639
31363086,3/30/2022,"74663,148",МТЧ,100000065637
31363061,3/30/2022,"1036404,259",км,100000065637
31363051,3/30/2022,"72295,422",МТЧ,100000065640
31363035,3/30/2022,"999977,180",км,100000065640
31363010,3/30/2022,"84134,339",МТЧ,100000065622
31362995,3/30/2022,"1116149,831",км,100000065622
31362918,3/30/2022,"86185,950",МТЧ,100000065620
31362957,3/30/2022,"1162184,855",км,100000065620
31362935,3/30/2022,"81739,077",МТЧ,100000065619
31362923,3/30/2022,"1069059,440",км,100000065619
31362899,3/30/2022,"85624,044",МТЧ,100000065618
31362876,3/30/2022,"1146464,752",км,100000065618
31362864,3/30/2022,"84695,717",МТЧ,100000065617
31362729,3/30/2022,"1123964,286",км,100000065617
31362835,3/30/2022,"87962,172",МТЧ,100000065616
31362807,3/30/2022,"1160651,001",км,100000065616
31362791,3/30/2022,"85813,421",МТЧ,100000065615
31362769,3/30/2022,"1107588,717",км,100000065615
31362736,3/30/2022,"86841,495",МТЧ,100000065614
31362716,3/30/2022,"1127022,250",км,100000065614
31362590,3/30/2022,"87495,206",МТЧ,100000065613
31362691,3/30/2022,"1169137,437",км,100000065613
31362681,3/30/2022,"88720,033",МТЧ,100000065612
31362672,3/30/2022,"1180654,878",км,100000065612
31362661,3/30/2022,"86964,420",МТЧ,100000065611
31362654,3/30/2022,"1127011,112",км,100000065611
31362637,3/30/2022,"83903,888",МТЧ,100000065609
31362616,3/30/2022,"1163599,065",км,100000065609
31362596,3/30/2022,"86077,873",МТЧ,100000065608
31362575,3/30/2022,"1112964,478",км,100000065608
31362510,3/30/2022,"85627,910",МТЧ,100000065607
31362554,3/30/2022,"1126210,706",км,100000065607
31362538,3/30/2022,"90914,724",МТЧ,100000065606
31362523,3/30/2022,"1206685,740",км,100000065606
31362512,3/30/2022,"53346,169",МТЧ,100000062385
31362496,3/30/2022,"727875,525",км,100000062385
31362399,3/30/2022,"57065,884",МТЧ,100000062387
31362471,3/30/2022,"733307,968",км,100000062387
31362463,3/30/2022,"59843,297",МТЧ,100000062388
31362447,3/30/2022,"774966,000",км,100000062388
31362350,3/30/2022,"56983,223",МТЧ,100000062389
31362319,3/30/2022,"751114,465",км,100000062389
31362404,3/30/2022,"56964,824",МТЧ,100000062386
31362382,3/30/2022,"738639,211",км,100000062386
31362367,3/30/2022,"62766,929",МТЧ,100000062399
31362352,3/30/2022,"789243,461",км,100000062399
31362335,3/30/2022,"60999,730",МТЧ,100000062398
31362300,3/30/2022,"787046,418",км,100000062398
31362305,3/30/2022,"63679,588",МТЧ,100000062397
31362282,3/30/2022,"828896,013",км,100000062397
31362237,3/30/2022,"63363,735",МТЧ,100000062396
31362263,3/30/2022,"807154,921",км,100000062396
31362188,3/30/2022,"63282,993",МТЧ,100000062395
31362241,3/30/2022,"826299,263",км,100000062395
31362225,3/30/2022,"67287,450",МТЧ,100000062390
31362214,3/30/2022,"878161,311",км,100000062390
31362070,3/30/2022,"65512,025",МТЧ,100000062392
31362160,3/30/2022,"834926,413",км,100000062392
31362050,3/30/2022,"66018,923",МТЧ,100000062394
31362030,3/30/2022,"836245,124",км,100000062394
31362128,3/30/2022,"60771,936",МТЧ,100000062393
31362079,3/30/2022,"787209,622",км,100000062393
31362058,3/30/2022,"65607,532",МТЧ,100000062391
31362035,3/30/2022,"830580,231",км,100000062391
31362017,3/30/2022,"80797,599",МТЧ,100000062384
31362002,3/30/2022,"996120,058",км,100000062384
31361986,3/30/2022,"82117,220",МТЧ,100000062383
31361974,3/30/2022,"1049324,532",км,100000062383
31361909,3/30/2022,"81521,206",МТЧ,100000062382
31361951,3/30/2022,"1074292,673",км,100000062382
31361938,3/30/2022,"82555,275",МТЧ,100000062381
31361923,3/30/2022,"1041975,681",км,100000062381
31361914,3/30/2022,"84718,625",МТЧ,100000065976
31361896,3/30/2022,"1099162,229",км,100000065976
31361877,3/30/2022,"81476,200",МТЧ,100000062380
31361862,3/30/2022,"1036181,844",км,100000062380
31361847,3/30/2022,"81407,471",МТЧ,100000065967
31361831,3/30/2022,"1049945,171",км,100000065967
31361700,3/30/2022,"83695,650",МТЧ,100000065974
31361813,3/30/2022,"1038207,643",км,100000065974
31361802,3/30/2022,"84300,974",МТЧ,100000065972
31361776,3/30/2022,"1086508,238",км,100000065972
31361756,3/30/2022,"84152,782",МТЧ,100000065971
31361737,3/30/2022,"1052328,688",км,100000065971
31361722,3/30/2022,"86296,301",МТЧ,100000065970
31361708,3/30/2022,"1122039,143",км,100000065970
31361685,3/30/2022,"81127,971",МТЧ,100000065969
31361667,3/30/2022,"1057070,286",км,100000065969
31361652,3/30/2022,"83931,552",МТЧ,100000065968
31361643,3/30/2022,"1093986,322",км,100000065968
31361631,3/30/2022,"96138,566",МТЧ,100000062376
31361619,3/30/2022,"1214566,748",км,100000062376
31361580,3/30/2022,"97629,764",МТЧ,100000062377
31361593,3/30/2022,"1234589,727",км,100000062377
31361582,3/30/2022,"96811,007",МТЧ,100000062379
31361565,3/30/2022,"1240319,925",км,100000062379
31361534,3/30/2022,"97884,305",МТЧ,100000062373
31361510,3/30/2022,"1236198,002",км,100000062373
31361488,3/30/2022,"97972,697",МТЧ,100000062372
31361471,3/30/2022,"1215741,819",км,100000062372
31361454,3/30/2022,"98788,923",МТЧ,100000062371
31361441,3/30/2022,"1232658,997",км,100000062371
31361425,3/30/2022,"102560,619",МТЧ,100000062370
31361407,3/30/2022,"1239340,957",км,100000062370
31361375,3/30/2022,"97861,448",МТЧ,100000028868
31361357,3/30/2022,"1222150,421",км,100000028868
31360477,3/29/2022,"381423,000",км,100000008673
31360214,3/29/2022,"396773,000",км,100000008674
31358778,3/29/2022,"1126037,466",км,100000065607
31358745,3/29/2022,"67276,853",МТЧ,100000062390
31356912,3/30/2022,"32147,150",МТЧ,100000008674
31356539,3/30/2022,"32864,620",МТЧ,100000008673
31355994,3/30/2022,"32169,000",МТЧ,100000084396
31355940,3/30/2022,"400200,000",км,100000084396
31355921,3/30/2022,"29978,000",МТЧ,100000084397
31355887,3/30/2022,"369183,000",км,100000084397
31355869,3/30/2022,"26686,000",МТЧ,100000084398
31355825,3/30/2022,"330126,000",км,100000084398
31355795,3/30/2022,"30445,000",МТЧ,100000084399
31355695,3/30/2022,"379010,000",км,100000084399
31355681,3/30/2022,"27126,000",МТЧ,100000084400
31355627,3/30/2022,"342569,000",км,100000084400
31355555,3/30/2022,"384555,000",км,100000084401
31355541,3/30/2022,"30711,000",МТЧ,100000084402
31355519,3/30/2022,"388377,000",км,100000084402
31355508,3/30/2022,"30552,000",МТЧ,100000084403
31355487,3/30/2022,"386199,000",км,100000084403
31355456,3/30/2022,"29715,000",МТЧ,100000084404
31355385,3/30/2022,"373254,000",км,100000084404
31355367,3/30/2022,"29579,000",МТЧ,100000084405
31355351,3/30/2022,"371397,000",км,100000084405
31355286,3/30/2022,"30087,000",МТЧ,100000084406
31355275,3/30/2022,"377018,000",км,100000084406
31355214,3/30/2022,"28166,000",МТЧ,100000084407
31355203,3/30/2022,"350268,000",км,100000084407
31355108,3/30/2022,"29616,000",МТЧ,100000084408
31355057,3/30/2022,"373553,000",км,100000084408
31355026,3/30/2022,"29609,000",МТЧ,100000084409
31355012,3/30/2022,"377525,000",км,100000084409
31354938,3/30/2022,"29536,000",МТЧ,100000084410
31354904,3/30/2022,"376550,000",км,100000084410
31354892,3/30/2022,"28946,000",МТЧ,100000084411
31354844,3/30/2022,"363922,000",км,100000084411
31354834,3/30/2022,"27098,000",МТЧ,100000084412
31354814,3/30/2022,"341595,000",км,100000084412
31352657,3/29/2022,"59157,081",МТЧ,100000065631
31352643,3/29/2022,"802975,368",км,100000065631
31351948,3/29/2022,"43955,486",МТЧ,100000065981
31351860,3/29/2022,"551426,437",км,100000065981
31351837,3/29/2022,"44408,060",МТЧ,100000065980
31351792,3/29/2022,"552432,865",км,100000065980
31351782,3/29/2022,"43720,796",МТЧ,100000065979
31351768,3/29/2022,"547035,686",км,100000065979
31351706,3/29/2022,"43860,909",МТЧ,100000065978
31351686,3/29/2022,"538837,240",км,100000065978
31351653,3/29/2022,"42906,513",МТЧ,100000065977
31351638,3/29/2022,"538585,177",км,100000065977
31351329,3/29/2022,"56971,343",МТЧ,100000062389
31351412,3/29/2022,"750992,986",км,100000062389
31351403,3/29/2022,"59831,377",МТЧ,100000062388
31351388,3/29/2022,"774813,917",км,100000062388
31351360,3/29/2022,"57053,884",МТЧ,100000062387
31351338,3/29/2022,"733159,163",км,100000062387
31351312,3/29/2022,"56953,805",МТЧ,100000062386
31351301,3/29/2022,"738527,362",км,100000062386
31351289,3/29/2022,"53335,720",МТЧ,100000062385
31351267,3/29/2022,"727733,415",км,100000062385
31351214,3/29/2022,"80785,609",МТЧ,100000062384
31351130,3/29/2022,"995970,068",км,100000062384
31351186,3/29/2022,"82107,103",МТЧ,100000062383
31351078,3/29/2022,"1049174,381",км,100000062383
31351089,3/29/2022,"81509,356",МТЧ,100000062382
31351151,3/29/2022,"1074229,104",км,100000062382
31351144,3/29/2022,"82544,863",МТЧ,100000062381
31351050,3/29/2022,"1041833,615",км,100000062381
31351116,3/29/2022,"84706,865",МТЧ,100000065976
31351102,3/29/2022,"1099015,135",км,100000065976
31350997,3/29/2022,"59899,484",МТЧ,100000065636
31350870,3/29/2022,"814811,796",км,100000065636
31351004,3/29/2022,"62720,370",МТЧ,100000065635
31350985,3/29/2022,"820002,991",км,100000065635
31350967,3/29/2022,"61413,818",МТЧ,100000065634
31350942,3/29/2022,"829671,460",км,100000065634
31350931,3/29/2022,"59816,294",МТЧ,100000065633
31350922,3/29/2022,"821806,550",км,100000065633
31350913,3/29/2022,"59950,294",МТЧ,100000065632
31350887,3/29/2022,"811759,359",км,100000065632
31350849,3/29/2022,"71544,535",МТЧ,100000065643
31350826,3/29/2022,"983064,182",км,100000065643
31350806,3/29/2022,"72778,252",МТЧ,100000065641
31350774,3/29/2022,"983245,736",км,100000065641
31350737,3/29/2022,"72285,082",МТЧ,100000065640
31350709,3/29/2022,"999838,133",км,100000065640
31350658,3/29/2022,"74107,508",МТЧ,100000065639
31350695,3/29/2022,"1032027,820",км,100000065639
31350671,3/29/2022,"72108,865",МТЧ,100000065638
31350663,3/29/2022,"992654,440",км,100000065638
31350646,3/29/2022,"74657,468",МТЧ,100000065637
31350627,3/29/2022,"1036228,841",км,100000065637
31350216,3/29/2022,"96800,715",МТЧ,100000062379
31350204,3/29/2022,"1240236,078",км,100000062379
31350187,3/29/2022,"97617,904",МТЧ,100000062377
31350010,3/29/2022,"1234459,378",км,100000062377
31350161,3/29/2022,"96127,929",МТЧ,100000062376
31350152,3/29/2022,"1214453,450",км,100000062376
31349990,3/29/2022,"97884,195",МТЧ,100000062373
31350029,3/29/2022,"1236050,265",км,100000062373
31350060,3/29/2022,"97961,197",МТЧ,100000062372
31350046,3/29/2022,"1215614,260",км,100000062372
31350031,3/29/2022,"98777,313",МТЧ,100000062371
31350016,3/29/2022,"1232522,525",км,100000062371
31349995,3/29/2022,"102550,106",МТЧ,100000062370
31349920,3/29/2022,"1239243,642",км,100000062370
31349966,3/29/2022,"99012,147",МТЧ,100000062369
31349865,3/29/2022,"97850,048",МТЧ,100000028868
31349903,3/29/2022,"1222014,110",км,100000028868
31349660,3/29/2022,"90903,224",МТЧ,100000065606
31349755,3/29/2022,"1206506,781",км,100000065606
31349593,3/29/2022,"81465,736",МТЧ,100000062380
31349578,3/29/2022,"1036014,473",км,100000062380
31349506,3/29/2022,"81395,991",МТЧ,100000065967
31349400,3/29/2022,"1049795,663",км,100000065967
31349465,3/29/2022,"86952,420",МТЧ,100000065611
31349447,3/29/2022,"1126839,717",км,100000065611
31349426,3/29/2022,"83892,038",МТЧ,100000065609
31349405,3/29/2022,"1163423,164",км,100000065609
31349385,3/29/2022,"86066,323",МТЧ,100000065608
31349370,3/29/2022,"1112808,163",км,100000065608
31349240,3/29/2022,"85617,165",МТЧ,100000065607
31349312,3/29/2022,"85805,291",МТЧ,100000065615
31349295,3/29/2022,"1107407,827",км,100000065615
31349277,3/29/2022,"86829,595",МТЧ,100000065614
31349243,3/29/2022,"1126844,096",км,100000065614
31349227,3/29/2022,"87493,156",МТЧ,100000065613
31349150,3/29/2022,"1168966,525",км,100000065613
31349187,3/29/2022,"88708,033",МТЧ,100000065612
31349158,3/29/2022,"1180513,095",км,100000065612
31349132,3/29/2022,"84125,039",МТЧ,100000065622
31349098,3/29/2022,"83683,850",МТЧ,100000065974
31349082,3/29/2022,"1038054,273",км,100000065974
31349073,3/29/2022,"84289,194",МТЧ,100000065972
31349038,3/29/2022,"1086356,638",км,100000065972
31349023,3/29/2022,"84141,918",МТЧ,100000065971
31349013,3/29/2022,"1052169,846",км,100000065971
31348987,3/29/2022,"86284,421",МТЧ,100000065970
31348900,3/29/2022,"1121875,376",км,100000065970
31348957,3/29/2022,"81117,222",МТЧ,100000065969
31348938,3/29/2022,"1056930,944",км,100000065969
31348768,3/29/2022,"83921,285",МТЧ,100000065968
31348913,3/29/2022,"1093841,273",км,100000065968
31348902,3/29/2022,"86174,190",МТЧ,100000065620
31348872,3/29/2022,"1162113,078",км,100000065620
31348861,3/29/2022,"81727,077",МТЧ,100000065619
31348848,3/29/2022,"1068876,136",км,100000065619
31348819,3/29/2022,"85623,154",МТЧ,100000065618
31348710,3/29/2022,"1146281,798",км,100000065618
31348688,3/29/2022,"84686,837",МТЧ,100000065617
31348776,3/29/2022,"1123822,020",км,100000065617
31348755,3/29/2022,"87951,604",МТЧ,100000065616
31348743,3/29/2022,"1160496,987",км,100000065616
31348734,3/29/2022,"62547,170",МТЧ,100000065630
31348712,3/29/2022,"846555,856",км,100000065630
31348695,3/29/2022,"62727,284",МТЧ,100000065629
31348675,3/29/2022,"861368,671",км,100000065629
31348656,3/29/2022,"55555,778",МТЧ,100000065628
31348644,3/29/2022,"767024,990",км,100000065628
31348621,3/29/2022,"63259,442",МТЧ,100000065627
31348550,3/29/2022,"867418,064",км,100000065627
31348591,3/29/2022,"64718,655",МТЧ,100000065626
31348577,3/29/2022,"899627,234",км,100000065626
31348557,3/29/2022,"63872,368",МТЧ,100000065624
31348534,3/29/2022,"884838,788",км,100000065624
31348516,3/29/2022,"65483,077",МТЧ,100000065623
31348496,3/29/2022,"895815,855",км,100000065623
31348481,3/29/2022,"62756,483",МТЧ,100000062399
31348471,3/29/2022,"789087,516",км,100000062399
31348448,3/29/2022,"60988,910",МТЧ,100000062398
31348279,3/29/2022,"786924,108",км,100000062398
31348409,3/29/2022,"63668,764",МТЧ,100000062397
31348412,3/29/2022,"828747,471",км,100000062397
31348308,3/29/2022,"63352,025",МТЧ,100000062396
31348371,3/29/2022,"807005,252",км,100000062396
31348356,3/29/2022,"63271,193",МТЧ,100000062395
31348339,3/29/2022,"826150,721",км,100000062395
31348316,3/29/2022,"66006,973",МТЧ,100000062394
31348296,3/29/2022,"836082,521",км,100000062394
31348283,3/29/2022,"60759,946",МТЧ,100000062393
31348265,3/29/2022,"787154,904",км,100000062393
31348186,3/29/2022,"65500,025",МТЧ,100000062392
31348242,3/29/2022,"834771,594",км,100000062392
31348226,3/29/2022,"65596,478",МТЧ,100000062391
31348211,3/29/2022,"830498,155",км,100000062391
31348192,3/29/2022,"878042,542",км,100000062390
31344849,3/29/2022,"27086,000",МТЧ,100000084412
31344829,3/29/2022,"341420,000",км,100000084412
31344817,3/29/2022,"28934,000",МТЧ,100000084411
31344805,3/29/2022,"363739,000",км,100000084411
31344717,3/29/2022,"29524,000",МТЧ,100000084410
31344703,3/29/2022,"376360,000",км,100000084410
31344684,3/29/2022,"29597,000",МТЧ,100000084409
31344670,3/29/2022,"377350,000",км,100000084409
31344659,3/29/2022,"29615,000",МТЧ,100000084408
31344638,3/29/2022,"373545,000",км,100000084408
31344642,3/29/2022,"87940,584",МТЧ,100000065616
31344627,3/29/2022,"28154,000",МТЧ,100000084407
31344606,3/29/2022,"350097,000",км,100000084407
31344539,3/29/2022,"1125888,280",км,100000065607
31344595,3/29/2022,"30075,000",МТЧ,100000084406
31344574,3/29/2022,"376827,000",км,100000084406
31344558,3/29/2022,"29567,000",МТЧ,100000084405
31344542,3/29/2022,"371220,000",км,100000084405
31344521,3/29/2022,"29703,000",МТЧ,100000084404
31344510,3/29/2022,"373082,000",км,100000084404
31344497,3/29/2022,"30540,000",МТЧ,100000084403
31344476,3/29/2022,"386001,000",км,100000084403
31344464,3/29/2022,"30699,000",МТЧ,100000084402
31344452,3/29/2022,"388182,000",км,100000084402
31344418,3/29/2022,"30845,000",МТЧ,100000084401
31344404,3/29/2022,"384374,000",км,100000084401
31344390,3/29/2022,"27114,000",МТЧ,100000084400
31344316,3/29/2022,"342401,000",км,100000084400
31344302,3/29/2022,"30433,000",МТЧ,100000084399
31344288,3/29/2022,"378826,000",км,100000084399
31344274,3/29/2022,"26674,000",МТЧ,100000084398
31344250,3/29/2022,"329960,000",км,100000084398
31344234,3/29/2022,"29966,000",МТЧ,100000084397
31344210,3/29/2022,"368988,000",км,100000084397
31344150,3/29/2022,"59940,458",МТЧ,100000065632
31344196,3/29/2022,"32157,000",МТЧ,100000084396
31344182,3/29/2022,"400016,000",км,100000084396
31344174,3/29/2022,"84700,765",МТЧ,100000065976
31343856,3/28/2022,"802705,804",км,100000065631
31341903,3/29/2022,"32136,000",МТЧ,100000008674
31341695,3/29/2022,"32852,620",МТЧ,100000008673
31334079,3/29/2022,"43944,056",МТЧ,100000065981
31334044,3/29/2022,"551310,127",км,100000065981
31334000,3/29/2022,"44396,400",МТЧ,100000065980
31334007,3/29/2022,"552302,323",км,100000065980
31333987,3/29/2022,"43709,316",МТЧ,100000065979
31333941,3/29/2022,"546909,836",км,100000065979
31333931,3/29/2022,"43849,839",МТЧ,100000065978
31333922,3/29/2022,"538746,956",км,100000065978
31333912,3/29/2022,"42895,812",МТЧ,100000065977
31333895,3/29/2022,"538447,257",км,100000065977
31333602,3/28/2022,"381119,000",км,100000008673
31333396,3/28/2022,"396459,000",км,100000008674
31333281,3/29/2022,"62710,548",МТЧ,100000065635
31333178,3/29/2022,"819864,427",км,100000065635
31333256,3/29/2022,"59898,404",МТЧ,100000065636
31333236,3/29/2022,"814703,970",км,100000065636
31333215,3/29/2022,"61403,574",МТЧ,100000065634
31333100,3/29/2022,"829504,411",км,100000065634
31333194,3/29/2022,"59811,864",МТЧ,100000065633
31333165,3/29/2022,"821641,915",км,100000065633
31333145,3/29/2022,"59156,741",МТЧ,100000065631
31333039,3/29/2022,"802869,152",км,100000065631
31332989,3/29/2022,"62716,930",МТЧ,100000065629
31332950,3/29/2022,"861206,289",км,100000065629
31333085,3/29/2022,"811602,931",км,100000065632
31333066,3/29/2022,"62544,940",МТЧ,100000065630
31333025,3/29/2022,"846400,877",км,100000065630
31333012,3/29/2022,"55545,566",МТЧ,100000065628
31332850,3/29/2022,"766863,734",км,100000065628
31332991,3/29/2022,"63249,465",МТЧ,100000065627
31332975,3/29/2022,"867256,808",км,100000065627
31332957,3/29/2022,"65471,587",МТЧ,100000065623
31332936,3/29/2022,"895671,819",км,100000065623
31332915,3/29/2022,"63863,468",МТЧ,100000065624
31332902,3/29/2022,"884697,327",км,100000065624
31332892,3/29/2022,"64718,345",МТЧ,100000065626
31332881,3/29/2022,"899455,517",км,100000065626
31332875,3/29/2022,"71543,795",МТЧ,100000065643
31332858,3/29/2022,"982902,604",км,100000065643
31332834,3/29/2022,"72768,929",МТЧ,100000065641
31332759,3/29/2022,"983088,542",км,100000065641
31332720,3/29/2022,"72099,027",МТЧ,100000065638
31332767,3/29/2022,"992500,748",км,100000065638
31332745,3/29/2022,"74097,237",МТЧ,100000065639
31332733,3/29/2022,"1031866,725",км,100000065639
31332723,3/29/2022,"74654,538",МТЧ,100000065637
31332706,3/29/2022,"1036073,701",км,100000065637
31332560,3/29/2022,"72274,272",МТЧ,100000065640
31332676,3/29/2022,"999666,095",км,100000065640
31332661,3/29/2022,"84123,809",МТЧ,100000065622
31332648,3/29/2022,"1116034,259",км,100000065622
31332632,3/29/2022,"86163,719",МТЧ,100000065620
31332623,3/29/2022,"1161988,193",км,100000065620
31332605,3/29/2022,"81717,237",МТЧ,100000065619
31332588,3/29/2022,"1068730,491",км,100000065619
31332510,3/29/2022,"85622,424",МТЧ,100000065618
31332562,3/29/2022,"1146114,187",км,100000065618
31332528,3/29/2022,"84679,007",МТЧ,100000065617
31332350,3/29/2022,"1123724,172",км,100000065617
31332515,3/29/2022,"1160365,987",км,100000065616
31332495,3/29/2022,"85799,661",МТЧ,100000065615
31332430,3/29/2022,"1107260,090",км,100000065615
31332467,3/29/2022,"86818,415",МТЧ,100000065614
31332451,3/29/2022,"1126669,804",км,100000065614
31332443,3/29/2022,"87488,876",МТЧ,100000065613
31332432,3/29/2022,"1168798,993",км,100000065613
31332415,3/29/2022,"88696,913",МТЧ,100000065612
31332320,3/29/2022,"1180372,439",км,100000065612
31332388,3/29/2022,"86941,340",МТЧ,100000065611
31332367,3/29/2022,"1126687,473",км,100000065611
31332270,3/29/2022,"83881,888",МТЧ,100000065609
31332337,3/29/2022,"1163264,805",км,100000065609
31332324,3/29/2022,"86055,463",МТЧ,100000065608
31332273,3/29/2022,"1112659,534",км,100000065608
31332257,3/29/2022,"85606,085",МТЧ,100000065607
31332225,3/29/2022,"90891,944",МТЧ,100000065606
31332207,3/29/2022,"1206348,261",км,100000065606
31332191,3/29/2022,"53324,030",МТЧ,100000062385
31332178,3/29/2022,"727589,926",км,100000062385
31332158,3/29/2022,"57045,394",МТЧ,100000062387
31332144,3/29/2022,"733103,802",км,100000062387
31332133,3/29/2022,"59819,807",МТЧ,100000062388
31332122,3/29/2022,"774658,294",км,100000062388
31332107,3/29/2022,"56959,343",МТЧ,100000062389
31332085,3/29/2022,"750888,439",км,100000062389
31331947,3/29/2022,"56942,565",МТЧ,100000062386
31331897,3/29/2022,"738444,159",км,100000062386
31331980,3/29/2022,"62744,963",МТЧ,100000062399
31332037,3/29/2022,"788940,422",км,100000062399
31332022,3/29/2022,"60977,030",МТЧ,100000062398
31332005,3/29/2022,"786805,822",км,100000062398
31331988,3/29/2022,"63657,881",МТЧ,100000062397
31331965,3/29/2022,"828595,710",км,100000062397
31331951,3/29/2022,"63340,415",МТЧ,100000062396
31331936,3/29/2022,"806853,813",км,100000062396
31331924,3/29/2022,"63260,361",МТЧ,100000062395
31331904,3/29/2022,"826030,825",км,100000062395
31331871,3/29/2022,"67266,428",МТЧ,100000062390
31331859,3/29/2022,"877923,934",км,100000062390
31331841,3/29/2022,"65488,865",МТЧ,100000062392
31331832,3/29/2022,"834637,187",км,100000062392
31331824,3/29/2022,"65996,768",МТЧ,100000062394
31331806,3/29/2022,"835977,753",км,100000062394
31331781,3/29/2022,"60748,956",МТЧ,100000062393
31331771,3/29/2022,"787030,180",км,100000062393
31331709,3/29/2022,"65584,818",МТЧ,100000062391
31331689,3/29/2022,"830352,027",км,100000062391
31331695,3/29/2022,"80774,069",МТЧ,100000062384
31331675,3/29/2022,"995822,492",км,100000062384
31331656,3/29/2022,"82095,723",МТЧ,100000062383
31331642,3/29/2022,"1049031,954",км,100000062383
31331632,3/29/2022,"81497,666",МТЧ,100000062382
31331539,3/29/2022,"1074072,354",км,100000062382
31331606,3/29/2022,"82535,313",МТЧ,100000062381
31331593,3/29/2022,"1041763,609",км,100000062381
31331568,3/29/2022,"80617,849",МТЧ,100000065975
31331525,3/29/2022,"81454,306",МТЧ,100000062380
31331513,3/29/2022,"1035895,221",км,100000062380
31331400,3/29/2022,"81385,991",МТЧ,100000065967
31331488,3/29/2022,"1049717,610",км,100000065967
31331467,3/29/2022,"83671,990",МТЧ,100000065974
31331433,3/29/2022,"1037921,663",км,100000065974
31331378,3/29/2022,"84278,430",МТЧ,100000065972
31331357,3/29/2022,"1086221,614",км,100000065972
31331339,3/29/2022,"84131,088",МТЧ,100000065971
31331318,3/29/2022,"1052060,572",км,100000065971
31331295,3/29/2022,"86273,021",МТЧ,100000065970
31331283,3/29/2022,"1121731,340",км,100000065970
31331271,3/29/2022,"81105,772",МТЧ,100000065969
31331264,3/29/2022,"1056808,132",км,100000065969
31331210,3/29/2022,"83909,975",МТЧ,100000065968
31331237,3/29/2022,"1093735,378",км,100000065968
31331216,3/29/2022,"96116,759",МТЧ,100000062376
31331197,3/29/2022,"1214395,353",км,100000062376
31331161,3/29/2022,"97606,574",МТЧ,100000062377
31331117,3/29/2022,"1234353,720",км,100000062377
31331102,3/29/2022,"96792,835",МТЧ,100000062379
31331088,3/29/2022,"1240192,465",км,100000062379
31330758,3/29/2022,"97873,531",МТЧ,100000062373
31330976,3/29/2022,"1235923,127",км,100000062373
31331053,3/29/2022,"97950,456",МТЧ,100000062372
31331036,3/29/2022,"1215462,982",км,100000062372
31331014,3/29/2022,"98765,883",МТЧ,100000062371
31330996,3/29/2022,"1232401,020",км,100000062371
31330984,3/29/2022,"102538,106",МТЧ,100000062370
31330966,3/29/2022,"1239146,721",км,100000062370
31330951,3/29/2022,"99010,897",МТЧ,100000062369
31330939,3/29/2022,"1242207,304",км,100000062369
31330765,3/29/2022,"97838,098",МТЧ,100000028868
31330877,3/29/2022,"1221856,556",км,100000028868
31329461,3/28/2022,"819692,710",км,100000065635
31327858,3/29/2022,"32124,300",МТЧ,100000008674
31327518,3/29/2022,"32841,220",МТЧ,100000008673
31326051,3/29/2022,"32145,000",МТЧ,100000084396
